window,source,target,source_family,target_family,any_lagged_graph_selected,any_lagged_raw_p05,any_lagged_graph_selected_and_raw_p05,any_lagged_window_fdr_q05,any_lagged_supported,supported_taus,graph_selected_taus,raw_p05_taus,graph_raw_p05_taus,best_lagged_tau,best_lagged_layer,best_lagged_val,best_lagged_abs_val,best_lagged_p,best_lagged_q,min_lagged_p,min_lagged_q,max_lagged_abs_val,n_lagged_tests,n_lagged_graph_selected,n_lagged_raw_p05,n_lagged_graph_raw_p05,n_lagged_supported,lead_lag_label,lead_lag_group,direction_label,same_day_coupling_flag,positive_peak_lag,positive_peak_signed_r,positive_peak_abs_r,lag0_signed_r,lag0_abs_r,evidence_tier,recommended_usage,failure_reason,risk_note,suggested_reverse_direction,pair_phi_risk,v1_lead_lag_yes,v1_available,tau0_graph_selected_bool,tau0_raw_p05,tau0_q05,tau0_supported_bool,tau0_val,abs_tau0_val,tau0_p,tau0_q,tau0_graph_entry,tau0_abs_ge_best_lagged_abs,lagged_layer_pair,tau0_layer_pair,tau0_lagged_joint_class,v1_to_pcmci_fate
S1,H_centroid_lat,P_main_band_share,H,P,False,False,False,False,False,,,,,3,L0_not_selected_not_raw_p05,0.0458638947568462,0.0458638947568462,0.072994277767424,0.5761612552511544,0.072994277767424,0.5761612552511544,0.0458638947568462,5,0,0,0,0,lead_lag_yes_with_same_day_coupling,lead_lag_yes,X_leads_Y_with_same_day_component,True,2,0.299707658668902,0.299707658668902,0.250508015746667,0.250508015746667,Tier1b_audit_stable_with_same_day,"usable strict temporal candidate, but must retain same-day coupling warning",,same_day_coupling_present,,none,True,True,False,False,False,False,-0.0346160279677738,0.0346160279677738,0.1779492327261584,0.6949826839132821,,False,lagged_L0_none,tau0_L0_none,no_pcmci_signal,V1_yes_no_PCMCI_lagged_or_tau0_signal
S1,H_centroid_lat,P_main_minus_south,H,P,False,False,False,False,False,,,,,5,L0_not_selected_not_raw_p05,0.043034348567075,0.043034348567075,0.0926465117715129,0.5761612552511544,0.0926465117715129,0.5761612552511544,0.043034348567075,5,0,0,0,0,lead_lag_yes_with_same_day_coupling,lead_lag_yes,X_leads_Y_with_same_day_component,True,2,0.3408064970876305,0.3408064970876305,0.303210476458029,0.303210476458029,Tier1b_audit_stable_with_same_day,"usable strict temporal candidate, but must retain same-day coupling warning",,same_day_coupling_present,,none,True,True,False,False,False,False,0.0052678686640855,0.0052678686640855,0.8374066565217357,0.9653672708715002,,False,lagged_L0_none,tau0_L0_none,no_pcmci_signal,V1_yes_no_PCMCI_lagged_or_tau0_signal
S1,H_centroid_lat,P_north_minus_main_35_45,H,P,False,False,False,False,False,,,,,1,L0_not_selected_not_raw_p05,-0.0473571683126257,0.0473571683126257,0.0643003728188333,0.5761612552511544,0.0643003728188333,0.5761612552511544,0.0473571683126257,5,0,0,0,0,lead_lag_yes_with_same_day_coupling,lead_lag_yes,X_leads_Y_with_same_day_component,True,2,-0.2790447983432391,0.2790447983432391,-0.207440743464759,0.207440743464759,Tier1b_audit_stable_with_same_day,"usable strict temporal candidate, but must retain same-day coupling warning",,same_day_coupling_present,,none,True,True,False,False,False,False,0.0387912912632247,0.0387912912632247,0.1308671380777208,0.5894929882371865,,False,lagged_L0_none,tau0_L0_none,no_pcmci_signal,V1_yes_no_PCMCI_lagged_or_tau0_signal
S1,H_centroid_lat,P_south_band_share_18_24,H,P,False,False,False,False,False,,,,,4,L0_not_selected_not_raw_p05,-0.0483234570179039,0.0483234570179039,0.0589583204480122,0.5761612552511544,0.0589583204480122,0.5761612552511544,0.0483234570179039,5,0,0,0,0,lead_lag_yes_with_same_day_coupling,lead_lag_yes,X_leads_Y_with_same_day_component,True,1,-0.3201896083024353,0.3201896083024353,-0.3004710384292806,0.3004710384292806,Tier1b_audit_stable_with_same_day,"usable strict temporal candidate, but must retain same-day coupling warning",,same_day_coupling_present,,none,True,True,False,False,False,False,-0.0210142307459516,0.0210142307459516,0.4124950462470241,0.7714586257218272,,False,lagged_L0_none,tau0_L0_none,no_pcmci_signal,V1_yes_no_PCMCI_lagged_or_tau0_signal
S1,H_strength,P_main_band_share,H,P,False,False,False,False,False,,,,,4,L0_not_selected_not_raw_p05,0.0450280014505092,0.0450280014505092,0.0783811810236566,0.5761612552511544,0.0783811810236566,0.5761612552511544,0.0450280014505092,5,0,0,0,0,lead_lag_yes_with_same_day_coupling,lead_lag_yes,X_leads_Y_with_same_day_component,True,3,0.3534885494014479,0.3534885494014479,0.2994860120217016,0.2994860120217016,Tier1b_audit_stable_with_same_day,"usable strict temporal candidate, but must retain same-day coupling warning",,same_day_coupling_present,,moderate,True,True,False,False,False,False,-0.0360699121256675,0.0360699121256675,0.1612362954715554,0.6710916081789062,,False,lagged_L0_none,tau0_L0_none,no_pcmci_signal,V1_yes_no_PCMCI_lagged_or_tau0_signal
S1,H_strength,P_main_minus_south,H,P,False,False,False,False,False,,,,,2,L0_not_selected_not_raw_p05,0.0501307978040261,0.0501307978040261,0.0510740372838177,0.5761612552511544,0.0510740372838177,0.5761612552511544,0.0501307978040261,5,0,0,0,0,lead_lag_yes_with_same_day_coupling,lead_lag_yes,X_leads_Y_with_same_day_component,True,2,0.2916576497108615,0.2916576497108615,0.2505807937000137,0.2505807937000137,Tier1b_audit_stable_with_same_day,"usable strict temporal candidate, but must retain same-day coupling warning",,same_day_coupling_present,,moderate,True,True,False,False,False,False,0.0381446851536692,0.0381446851536692,0.1378035556918098,0.5894929882371865,,False,lagged_L0_none,tau0_L0_none,no_pcmci_signal,V1_yes_no_PCMCI_lagged_or_tau0_signal
S1,H_strength,P_north_minus_main_35_45,H,P,False,False,False,False,False,,,,,1,L0_not_selected_not_raw_p05,0.0476687783920386,0.0476687783920386,0.0637809248103247,0.5761612552511544,0.0637809248103247,0.5761612552511544,0.0476687783920386,5,0,0,0,0,lead_lag_yes_with_same_day_coupling,lead_lag_yes,X_leads_Y_with_same_day_component,True,3,-0.3162170283546684,0.3162170283546684,-0.2423980945285326,0.2423980945285326,Tier1b_audit_stable_with_same_day,"usable strict temporal candidate, but must retain same-day coupling warning",,same_day_coupling_present,,moderate,True,True,False,False,False,False,-0.0132326930937042,0.0132326930937042,0.6070330674285512,0.8742594735702358,,False,lagged_L0_none,tau0_L0_none,no_pcmci_signal,V1_yes_no_PCMCI_lagged_or_tau0_signal
S1,H_strength,P_spread_lat,H,P,False,False,False,False,False,,,,,3,L0_not_selected_not_raw_p05,-0.0335424700409863,0.0335424700409863,0.1906225657247517,0.5858279028576608,0.1906225657247517,0.5858279028576608,0.0335424700409863,5,0,0,0,0,lead_lag_yes_with_same_day_coupling,lead_lag_yes,X_leads_Y_with_same_day_component,True,4,-0.3547483127063911,0.3547483127063911,-0.2383283699741371,0.2383283699741371,Tier1b_audit_stable_with_same_day,"usable strict temporal candidate, but must retain same-day coupling warning",,same_day_coupling_present,,moderate,True,True,False,False,False,False,0.033485938949912,0.033485938949912,0.1928370751218041,0.6949826839132821,,False,lagged_L0_none,tau0_L0_none,no_pcmci_signal,V1_yes_no_PCMCI_lagged_or_tau0_signal
S1,H_strength,V_NS_diff,H,V,False,False,False,False,False,,,,,3,L0_not_selected_not_raw_p05,-0.0421783805327932,0.0421783805327932,0.0995495880262068,0.5761612552511544,0.0995495880262068,0.5761612552511544,0.0421783805327932,5,0,0,0,0,lead_lag_yes_with_same_day_coupling,lead_lag_yes,X_leads_Y_with_same_day_component,True,2,0.3572137476099728,0.3572137476099728,0.3297329807782614,0.3297329807782614,Tier1b_audit_stable_with_same_day,"usable strict temporal candidate, but must retain same-day coupling warning",,same_day_coupling_present,,moderate,True,True,False,False,False,False,0.0543313240978571,0.0543313240978571,0.0527082797615291,0.5667458310651592,,True,lagged_L0_none,tau0_L0_none,no_pcmci_signal,V1_yes_no_PCMCI_lagged_or_tau0_signal
S1,H_strength,V_strength,H,V,True,True,True,False,False,,1,1,1,1,L3_graph_selected_raw_p_lost_by_fdr,-0.0754358260798653,0.0754358260798653,0.0033350799006049,0.5761612552511544,0.0033350799006049,0.5761612552511544,0.0754358260798653,5,1,1,1,0,lead_lag_yes_with_same_day_coupling,lead_lag_yes,X_leads_Y_with_same_day_component,True,2,0.3183656451424766,0.3183656451424766,0.2969565108050688,0.2969565108050688,Tier1b_audit_stable_with_same_day,"usable strict temporal candidate, but must retain same-day coupling warning",,same_day_coupling_present,,moderate,True,True,False,False,False,False,0.0353325407906756,0.0353325407906756,0.1696967982674463,0.6877186035049141,,False,lagged_L3_graph_raw_p05_lost_by_fdr,tau0_L0_none,lagged_pre_fdr_signal_only,V1_yes_graph_raw_p05_lost_by_fdr
