window,source,target,source_family,target_family,same_family_edge,tau,graph_entry,pcmci_graph_selected,val_matrix,p_matrix,edge_interpretation,direction_semantics,variant_id,variant_role,pcmci_variable_scope,conditioning_family_rule,n_pcmci_variables,conditioning_variables,q_within_variant_window,pcmci_plus_supported,q_within_family_edge_window,pcmci_plus_supported_family_fdr,support_rule,v2a_pcmci_graph_selected,v2a_pcmci_plus_supported,v2a_val_matrix,v2a_p_matrix,v2a_q_within_window,lead_lag_label,lead_lag_group,same_day_coupling_flag,positive_peak_lag,positive_peak_abs_r,lag0_abs_r,evidence_tier,recommended_usage,pair_phi_risk,v1_lead_lag_yes
S3,V_strength,P_main_band_share,V,P,False,1,,False,0.06583651334278501,0.08789200312227925,lagged_direct_edge_control,source(t-tau)->target(t),c1_targeted_no_same_family_controls,targeted sensitivity: exclude other source-family and target-family variables from conditioning pool for this concrete source-target test,source_target_plus_other_families,source variable + target variable + variables from families other than source_family and target_family,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,0.395771571451133,False,0.395771571451133,False,graph_selected_and_variant_window_BH_q_le_alpha,False,False,0.065836513342785,0.0878920031222792,0.6421488325647786,lead_lag_yes_with_same_day_coupling,lead_lag_yes,True,2,0.2780456906500418,0.243342000273657,Tier2_main_supported_audit_moderate,usable candidate with audit/moderate-risk flag; not a core-only claim,none,True
S3,V_strength,P_main_band_share,V,P,False,2,,False,0.038456061605311904,0.3188164362350183,lagged_direct_edge_control,source(t-tau)->target(t),c1_targeted_no_same_family_controls,targeted sensitivity: exclude other source-family and target-family variables from conditioning pool for this concrete source-target test,source_target_plus_other_families,source variable + target variable + variables from families other than source_family and target_family,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,0.5487823902406054,False,0.5487823902406054,False,graph_selected_and_variant_window_BH_q_le_alpha,False,False,0.0384560616053119,0.3188164362350183,0.7339595308305057,lead_lag_yes_with_same_day_coupling,lead_lag_yes,True,2,0.2780456906500418,0.243342000273657,Tier2_main_supported_audit_moderate,usable candidate with audit/moderate-risk flag; not a core-only claim,none,True
S3,V_strength,P_main_band_share,V,P,False,3,,False,-0.026807082847293728,0.4871898015049235,lagged_direct_edge_control,source(t-tau)->target(t),c1_targeted_no_same_family_controls,targeted sensitivity: exclude other source-family and target-family variables from conditioning pool for this concrete source-target test,source_target_plus_other_families,source variable + target variable + variables from families other than source_family and target_family,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,0.6315423352841602,False,0.6315423352841602,False,graph_selected_and_variant_window_BH_q_le_alpha,False,False,-0.0268070828472937,0.4871898015049235,0.8128627240710533,lead_lag_yes_with_same_day_coupling,lead_lag_yes,True,2,0.2780456906500418,0.243342000273657,Tier2_main_supported_audit_moderate,usable candidate with audit/moderate-risk flag; not a core-only claim,none,True
S3,V_strength,P_main_band_share,V,P,False,4,,False,-0.06942856647376902,0.07165580551763885,lagged_direct_edge_control,source(t-tau)->target(t),c1_targeted_no_same_family_controls,targeted sensitivity: exclude other source-family and target-family variables from conditioning pool for this concrete source-target test,source_target_plus_other_families,source variable + target variable + variables from families other than source_family and target_family,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,0.395771571451133,False,0.395771571451133,False,graph_selected_and_variant_window_BH_q_le_alpha,False,False,-0.069428566473769,0.0716558055176388,0.6421488325647786,lead_lag_yes_with_same_day_coupling,lead_lag_yes,True,2,0.2780456906500418,0.243342000273657,Tier2_main_supported_audit_moderate,usable candidate with audit/moderate-risk flag; not a core-only claim,none,True
S3,V_strength,P_main_band_share,V,P,False,5,,False,0.035217754338491204,0.36165704041388014,lagged_direct_edge_control,source(t-tau)->target(t),c1_targeted_no_same_family_controls,targeted sensitivity: exclude other source-family and target-family variables from conditioning pool for this concrete source-target test,source_target_plus_other_families,source variable + target variable + variables from families other than source_family and target_family,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,0.5712033824295148,False,0.5712033824295148,False,graph_selected_and_variant_window_BH_q_le_alpha,False,False,0.0352177543384912,0.3616570404138801,0.7557012784767645,lead_lag_yes_with_same_day_coupling,lead_lag_yes,True,2,0.2780456906500418,0.243342000273657,Tier2_main_supported_audit_moderate,usable candidate with audit/moderate-risk flag; not a core-only claim,none,True
S3,V_strength,P_south_band_share_18_24,V,P,False,1,,False,-0.0492554011119805,0.20494049235963163,lagged_direct_edge_control,source(t-tau)->target(t),c1_targeted_no_same_family_controls,targeted sensitivity: exclude other source-family and target-family variables from conditioning pool for this concrete source-target test,source_target_plus_other_families,source variable + target variable + variables from families other than source_family and target_family,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,0.46779894995133303,False,0.46779894995133303,False,graph_selected_and_variant_window_BH_q_le_alpha,False,False,-0.0292416736226677,0.4495196873374052,0.8013732008486796,lead_lag_yes_with_same_day_coupling,lead_lag_yes,True,4,0.441685118601653,0.2685061870607236,Tier1b_audit_stable_with_same_day,"usable strict temporal candidate, but must retain same-day coupling warning",none,True
S3,V_strength,P_south_band_share_18_24,V,P,False,2,,False,0.03987165949258435,0.30239703979464455,lagged_direct_edge_control,source(t-tau)->target(t),c1_targeted_no_same_family_controls,targeted sensitivity: exclude other source-family and target-family variables from conditioning pool for this concrete source-target test,source_target_plus_other_families,source variable + target variable + variables from families other than source_family and target_family,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,0.5487823902406054,False,0.5487823902406054,False,graph_selected_and_variant_window_BH_q_le_alpha,False,False,0.030028802894188,0.4374060380484746,0.7935394301046741,lead_lag_yes_with_same_day_coupling,lead_lag_yes,True,4,0.441685118601653,0.2685061870607236,Tier1b_audit_stable_with_same_day,"usable strict temporal candidate, but must retain same-day coupling warning",none,True
S3,V_strength,P_south_band_share_18_24,V,P,False,3,,False,0.05130000617320281,0.18442444978320657,lagged_direct_edge_control,source(t-tau)->target(t),c1_targeted_no_same_family_controls,targeted sensitivity: exclude other source-family and target-family variables from conditioning pool for this concrete source-target test,source_target_plus_other_families,source variable + target variable + variables from families other than source_family and target_family,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,0.4503387727264347,False,0.4503387727264347,False,graph_selected_and_variant_window_BH_q_le_alpha,False,False,0.001230193468299,0.9746638410005776,0.9901832924787676,lead_lag_yes_with_same_day_coupling,lead_lag_yes,True,4,0.441685118601653,0.2685061870607236,Tier1b_audit_stable_with_same_day,"usable strict temporal candidate, but must retain same-day coupling warning",none,True
S3,V_strength,P_south_band_share_18_24,V,P,False,4,,False,-0.043250689126877975,0.2621628639635215,lagged_direct_edge_control,source(t-tau)->target(t),c1_targeted_no_same_family_controls,targeted sensitivity: exclude other source-family and target-family variables from conditioning pool for this concrete source-target test,source_target_plus_other_families,source variable + target variable + variables from families other than source_family and target_family,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,0.5487823902406054,False,0.5487823902406054,False,graph_selected_and_variant_window_BH_q_le_alpha,False,False,-0.0432506891268779,0.2621628639635215,0.7095963800379095,lead_lag_yes_with_same_day_coupling,lead_lag_yes,True,4,0.441685118601653,0.2685061870607236,Tier1b_audit_stable_with_same_day,"usable strict temporal candidate, but must retain same-day coupling warning",none,True
S3,V_strength,P_south_band_share_18_24,V,P,False,5,,False,0.03947947232903525,0.3060983201245758,lagged_direct_edge_control,source(t-tau)->target(t),c1_targeted_no_same_family_controls,targeted sensitivity: exclude other source-family and target-family variables from conditioning pool for this concrete source-target test,source_target_plus_other_families,source variable + target variable + variables from families other than source_family and target_family,12,H_strength;H_centroid_lat;H_west_extent_lon;H_zonal_width;Je_strength;Je_axis_lat;Je_meridional_width;Jw_strength;Jw_axis_lat;Jw_meridional_width,0.5487823902406054,False,0.5487823902406054,False,graph_selected_and_variant_window_BH_q_le_alpha,False,False,0.0394794723290352,0.3060983201245758,0.7339595308305057,lead_lag_yes_with_same_day_coupling,lead_lag_yes,True,4,0.441685118601653,0.2685061870607236,Tier1b_audit_stable_with_same_day,"usable strict temporal candidate, but must retain same-day coupling warning",none,True
