window_id,target_name,feature_col,targeted_svd_coefficient
W045,W045_P_earlier_minus_Jw_earlier,0,0.0
W045,W045_P_earlier_minus_Jw_earlier,1,0.0
W045,W045_P_earlier_minus_Jw_earlier,2,0.0
W045,W045_P_earlier_minus_Jw_earlier,3,0.0
W045,W045_P_earlier_minus_Jw_earlier,4,0.0
W045,W045_P_earlier_minus_Jw_earlier,5,0.0
W045,W045_P_earlier_minus_Jw_earlier,6,0.0
W045,W045_P_earlier_minus_Jw_earlier,7,0.0
W045,W045_P_earlier_minus_Jw_earlier,8,0.0
W045,W045_P_earlier_minus_Jw_earlier,9,0.0
W045,W045_P_earlier_minus_Jw_earlier,10,0.0
W045,W045_P_earlier_minus_Jw_earlier,11,0.0
W045,W045_P_earlier_minus_Jw_earlier,12,0.0
W045,W045_P_earlier_minus_Jw_earlier,13,0.0
W045,W045_P_earlier_minus_Jw_earlier,14,0.0
W045,W045_P_earlier_minus_Jw_earlier,15,0.0
W045,W045_P_earlier_minus_Jw_earlier,16,0.0
W045,W045_P_earlier_minus_Jw_earlier,17,0.0
W045,W045_P_earlier_minus_Jw_earlier,18,0.0
W045,W045_P_earlier_minus_Jw_earlier,19,0.0
W045,W045_P_earlier_minus_Jw_earlier,20,0.0
W045,W045_P_earlier_minus_Jw_earlier,21,0.0
W045,W045_P_earlier_minus_Jw_earlier,22,0.0
W045,W045_P_earlier_minus_Jw_earlier,23,0.0
W045,W045_P_earlier_minus_Jw_earlier,24,0.0
W045,W045_P_earlier_minus_Jw_earlier,25,0.0
W045,W045_P_earlier_minus_Jw_earlier,26,0.0
W045,W045_P_earlier_minus_Jw_earlier,27,0.0
W045,W045_P_earlier_minus_Jw_earlier,28,0.0
W045,W045_P_earlier_minus_Jw_earlier,29,0.0
W045,W045_P_earlier_minus_Jw_earlier,30,0.0
W045,W045_P_earlier_minus_Jw_earlier,31,0.0
W045,W045_P_earlier_minus_Jw_earlier,32,0.0
W045,W045_P_earlier_minus_Jw_earlier,33,0.0
W045,W045_P_earlier_minus_Jw_earlier,34,0.0
W045,W045_P_earlier_minus_Jw_earlier,35,0.0
W045,W045_P_earlier_minus_Jw_earlier,36,0.0
