window_id,bootstrap_id,year_index,year,count_in_bootstrap,present_flag
W045,0,0,1979,2,True
W045,0,1,1980,2,True
W045,0,2,1981,2,True
W045,0,3,1982,1,True
W045,0,4,1983,1,True
W045,0,5,1984,0,False
W045,0,6,1985,0,False
W045,0,7,1986,1,True
W045,0,8,1987,2,True
W045,0,9,1988,1,True
W045,0,10,1989,0,False
W045,0,11,1990,1,True
W045,0,12,1991,0,False
W045,0,13,1992,1,True
W045,0,14,1993,0,False
W045,0,15,1994,0,False
W045,0,16,1995,0,False
W045,0,17,1996,2,True
W045,0,18,1997,1,True
W045,0,19,1998,1,True
W045,0,20,1999,0,False
W045,0,21,2000,2,True
W045,0,22,2001,1,True
W045,0,23,2002,2,True
W045,0,24,2003,2,True
W045,0,25,2004,2,True
W045,0,26,2005,1,True
W045,0,27,2006,2,True
W045,0,28,2007,1,True
W045,0,29,2008,0,False
W045,0,30,2009,2,True
W045,0,31,2010,1,True
W045,0,32,2011,3,True
W045,0,33,2012,0,False
W045,0,34,2013,0,False
W045,0,35,2014,2,True
W045,0,36,2015,0,False
W045,0,37,2016,1,True
W045,0,38,2017,1,True
W045,0,39,2018,2,True
W045,0,40,2019,0,False
W045,0,41,2020,1,True
W045,0,42,2021,1,True
W045,0,43,2022,0,False
W045,0,44,2023,0,False
W045,1,0,1979,2,True
W045,1,1,1980,1,True
W045,1,2,1981,1,True
W045,1,3,1982,3,True
W045,1,4,1983,2,True
W045,1,5,1984,1,True
W045,1,6,1985,0,False
W045,1,7,1986,0,False
W045,1,8,1987,3,True
W045,1,9,1988,0,False
W045,1,10,1989,1,True
W045,1,11,1990,2,True
W045,1,12,1991,0,False
W045,1,13,1992,1,True
W045,1,14,1993,2,True
W045,1,15,1994,2,True
W045,1,16,1995,0,False
W045,1,17,1996,1,True
W045,1,18,1997,1,True
W045,1,19,1998,1,True
W045,1,20,1999,0,False
W045,1,21,2000,0,False
W045,1,22,2001,0,False
W045,1,23,2002,1,True
W045,1,24,2003,1,True
W045,1,25,2004,1,True
W045,1,26,2005,0,False
W045,1,27,2006,1,True
W045,1,28,2007,2,True
W045,1,29,2008,2,True
W045,1,30,2009,0,False
W045,1,31,2010,3,True
W045,1,32,2011,2,True
W045,1,33,2012,0,False
W045,1,34,2013,2,True
W045,1,35,2014,0,False
W045,1,36,2015,0,False
W045,1,37,2016,1,True
W045,1,38,2017,0,False
W045,1,39,2018,1,True
W045,1,40,2019,2,True
W045,1,41,2020,0,False
W045,1,42,2021,1,True
W045,1,43,2022,1,True
W045,1,44,2023,0,False
W045,2,0,1979,1,True
W045,2,1,1980,0,False
W045,2,2,1981,0,False
W045,2,3,1982,1,True
W045,2,4,1983,1,True
W045,2,5,1984,1,True
W045,2,6,1985,1,True
W045,2,7,1986,1,True
W045,2,8,1987,2,True
W045,2,9,1988,0,False
W045,2,10,1989,1,True
W045,2,11,1990,0,False
W045,2,12,1991,2,True
W045,2,13,1992,3,True
W045,2,14,1993,2,True
W045,2,15,1994,0,False
W045,2,16,1995,0,False
W045,2,17,1996,0,False
W045,2,18,1997,2,True
W045,2,19,1998,2,True
W045,2,20,1999,0,False
W045,2,21,2000,0,False
W045,2,22,2001,1,True
W045,2,23,2002,3,True
W045,2,24,2003,0,False
W045,2,25,2004,2,True
W045,2,26,2005,3,True
W045,2,27,2006,0,False
W045,2,28,2007,1,True
W045,2,29,2008,1,True
W045,2,30,2009,0,False
W045,2,31,2010,1,True
W045,2,32,2011,3,True
W045,2,33,2012,0,False
W045,2,34,2013,3,True
W045,2,35,2014,1,True
W045,2,36,2015,2,True
W045,2,37,2016,0,False
W045,2,38,2017,2,True
W045,2,39,2018,0,False
W045,2,40,2019,0,False
W045,2,41,2020,0,False
W045,2,42,2021,0,False
W045,2,43,2022,1,True
W045,2,44,2023,1,True
W045,3,0,1979,1,True
W045,3,1,1980,1,True
W045,3,2,1981,0,False
W045,3,3,1982,1,True
