window_id,target_name,object_A,object_B,quantile_scheme,fraction_each_tail,high_n,low_n,high_P_A_earlier,high_P_B_earlier,low_P_A_earlier,low_P_B_earlier,high_delta_median,low_delta_median,high_dominant_direction,low_dominant_direction,high_dominant_probability,low_dominant_probability,high_order_level,low_order_level,high_low_reversal_flag
W081,W081_P_vs_V_delta_peak,P,V,tercile,0.3333333333333333,333,333,0.39039039039039036,0.4174174174174174,0.04504504504504504,0.8918918918918919,0.0,-3.0,V_earlier,V_earlier,0.4174174174174174,0.8918918918918919,weak_or_none,weak_or_none,False
W081,W081_P_vs_V_delta_peak,P,V,quartile,0.25,250,250,0.408,0.408,0.032,0.916,0.0,-3.0,P_earlier,V_earlier,0.408,0.916,weak_or_none,usable_90,True
W081,W081_P_vs_V_delta_peak,P,V,quintile,0.2,200,200,0.445,0.37,0.015,0.93,0.0,-4.0,P_earlier,V_earlier,0.445,0.93,weak_or_none,usable_90,True
W081,W081_P_vs_V_delta_peak,P,V,decile,0.1,100,100,0.5,0.32,0.01,0.95,0.5,-4.0,P_earlier,V_earlier,0.5,0.95,weak_or_none,credible_95,True
W081,W081_P_vs_H_delta_peak,P,H,tercile,0.3333333333333333,333,333,0.07807807807807808,0.8528528528528528,0.036036036036036036,0.9459459459459459,-2.0,-6.0,H_earlier,H_earlier,0.8528528528528528,0.9459459459459459,weak_or_none,usable_90,False
W081,W081_P_vs_H_delta_peak,P,H,quartile,0.25,250,250,0.084,0.828,0.044,0.952,-2.0,-7.0,H_earlier,H_earlier,0.828,0.952,weak_or_none,credible_95,False
W081,W081_P_vs_H_delta_peak,P,H,quintile,0.2,200,200,0.085,0.82,0.035,0.96,-2.0,-7.0,H_earlier,H_earlier,0.82,0.96,weak_or_none,credible_95,False
W081,W081_P_vs_H_delta_peak,P,H,decile,0.1,100,100,0.12,0.78,0.01,0.99,-2.0,-8.0,H_earlier,H_earlier,0.78,0.99,weak_or_none,strict_99,False
W081,W081_P_vs_Je_delta_peak,P,Je,tercile,0.3333333333333333,330,330,0.5333333333333333,0.35454545454545455,0.18484848484848485,0.7757575757575758,1.0,-5.0,P_earlier,Je_earlier,0.5333333333333333,0.7757575757575758,weak_or_none,weak_or_none,True
W081,W081_P_vs_Je_delta_peak,P,Je,quartile,0.25,247,247,0.5668016194331984,0.31983805668016196,0.1659919028340081,0.8016194331983806,1.0,-5.0,P_earlier,Je_earlier,0.5668016194331984,0.8016194331983806,weak_or_none,weak_or_none,True
W081,W081_P_vs_Je_delta_peak,P,Je,quintile,0.2,198,198,0.5909090909090909,0.30303030303030304,0.15151515151515152,0.8232323232323232,1.0,-5.0,P_earlier,Je_earlier,0.5909090909090909,0.8232323232323232,weak_or_none,weak_or_none,True
W081,W081_P_vs_Je_delta_peak,P,Je,decile,0.1,99,99,0.696969696969697,0.21212121212121213,0.15151515151515152,0.8282828282828283,2.0,-6.0,P_earlier,Je_earlier,0.696969696969697,0.8282828282828283,weak_or_none,weak_or_none,True
W081,W081_P_vs_Jw_delta_peak,P,Jw,tercile,0.3333333333333333,333,333,0.7297297297297297,0.17417417417417416,0.17417417417417416,0.7267267267267268,3.0,-3.0,P_earlier,Jw_earlier,0.7297297297297297,0.7267267267267268,weak_or_none,weak_or_none,True
W081,W081_P_vs_Jw_delta_peak,P,Jw,quartile,0.25,249,249,0.7710843373493976,0.13654618473895583,0.17670682730923695,0.7550200803212851,3.0,-3.0,P_earlier,Jw_earlier,0.7710843373493976,0.7550200803212851,weak_or_none,weak_or_none,True
W081,W081_P_vs_Jw_delta_peak,P,Jw,quintile,0.2,199,199,0.8090452261306532,0.12060301507537688,0.16080402010050251,0.7688442211055276,3.0,-3.0,P_earlier,Jw_earlier,0.8090452261306532,0.7688442211055276,weak_or_none,weak_or_none,True
W081,W081_P_vs_Jw_delta_peak,P,Jw,decile,0.1,99,99,0.8282828282828283,0.1111111111111111,0.12121212121212122,0.8282828282828283,4.0,-5.0,P_earlier,Jw_earlier,0.8282828282828283,0.8282828282828283,weak_or_none,weak_or_none,True
W081,W081_V_vs_H_delta_peak,V,H,tercile,0.3333333333333333,333,333,0.26426426426426425,0.5585585585585585,0.04504504504504504,0.8978978978978979,-1.0,-4.0,H_earlier,H_earlier,0.5585585585585585,0.8978978978978979,weak_or_none,weak_or_none,False
W081,W081_V_vs_H_delta_peak,V,H,quartile,0.25,250,250,0.292,0.512,0.04,0.896,-1.0,-5.0,H_earlier,H_earlier,0.512,0.896,weak_or_none,weak_or_none,False
W081,W081_V_vs_H_delta_peak,V,H,quintile,0.2,200,200,0.325,0.455,0.035,0.9,0.0,-4.0,H_earlier,H_earlier,0.455,0.9,weak_or_none,usable_90,False
W081,W081_V_vs_H_delta_peak,V,H,decile,0.1,100,100,0.36,0.37,0.04,0.9,0.0,-5.0,H_earlier,H_earlier,0.37,0.9,weak_or_none,usable_90,False
