window_id,target_name,object_A,object_B,permutation_level,mode_stability_status,extreme_year_dominated_flag,tercile_high_order_level,tercile_low_order_level,tercile_high_low_reversal_flag,best_quantile_scheme,best_high_order_level,best_low_order_level,best_high_dominant_probability,best_low_dominant_probability,best_high_low_reversal_flag,gradient_status,delta_gradient_slope,A_earlier_gradient_slope,B_earlier_gradient_slope,evidence_v1_level,evidence_v2_level,pattern_type,recommended_interpretation,interpretation_boundary
W045,W045_P_vs_V_delta_peak,P,V,strict_99,stable,False,weak_or_none,weak_or_none,True,decile,usable_90,weak_or_none,0.91,0.51,True,clear_continuous_gradient,0.7,0.162,-0.1045,weak_bootstrap_coupling_hint,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim
W045,W045_P_vs_H_delta_peak,P,H,strict_99,stable,False,weak_or_none,weak_or_none,False,decile,weak_or_none,usable_90,0.53,0.91,True,clear_continuous_gradient,1.65,0.077,-0.08099999999999999,not_supported,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim
W045,W045_P_vs_Je_delta_peak,P,Je,strict_99,stable,False,usable_90,weak_or_none,False,decile,credible_95,weak_or_none,0.97,0.39,True,clear_continuous_gradient,1.0,0.13999999999999999,-0.0645,weak_bootstrap_coupling_hint,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim
W045,W045_P_vs_Jw_delta_peak,P,Jw,strict_99,stable,False,weak_or_none,weak_or_none,True,decile,weak_or_none,credible_95,0.84,0.98,True,clear_continuous_gradient,1.8,0.20099999999999998,-0.21149999999999997,weak_bootstrap_coupling_hint,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim
W045,W045_V_vs_H_delta_peak,V,H,strict_99,stable,False,weak_or_none,weak_or_none,False,decile,weak_or_none,usable_90,0.49,0.91,True,clear_continuous_gradient,1.8,0.077,-0.0845,not_supported,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim
W045,W045_V_vs_Je_delta_peak,V,Je,strict_99,stable,False,usable_90,weak_or_none,True,decile,credible_95,weak_or_none,0.96,0.69,True,clear_continuous_gradient,1.0,0.18200000000000002,-0.1325,moderate_bootstrap_coupling_candidate,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim
W045,W045_V_vs_Jw_delta_peak,V,Jw,strict_99,stable,False,weak_or_none,usable_90,True,decile,weak_or_none,strict_99,0.79,0.99,True,clear_continuous_gradient,1.75,0.177,-0.192,moderate_bootstrap_coupling_candidate,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim
W045,W045_H_vs_Je_delta_peak,H,Je,strict_99,stable,False,weak_or_none,weak_or_none,False,decile,usable_90,weak_or_none,0.94,0.51,True,clear_continuous_gradient,2.3,0.1005,-0.0875,not_supported,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim
W045,W045_H_vs_Jw_delta_peak,H,Jw,strict_99,stable,False,weak_or_none,weak_or_none,False,decile,weak_or_none,weak_or_none,0.83,0.57,True,clear_continuous_gradient,1.6,0.07199999999999998,-0.073,not_supported,continuous_gradient_candidate,continuous_score_gradient,score bins show a continuous gradient in peak-time contrast/order probability,refined bootstrap-space coupling diagnostic; not a physical year-type claim
W045,W045_Je_vs_Jw_delta_peak,Je,Jw,strict_99,stable,False,weak_or_none,credible_95,True,decile,weak_or_none,strict_99,0.76,1.0,True,clear_continuous_gradient,1.8,0.15,-0.18449999999999997,moderate_bootstrap_coupling_candidate,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim
