window_id,target_name,object_A,object_B,score_bin,score_bin_index,n_bootstrap,score_min,score_max,score_mean,delta_median,delta_q025,delta_q975,P_A_earlier,P_B_earlier,P_same_day,dominant_order_direction,dominant_order_probability,order_level
W045,W045_P_vs_Jw_delta_peak,P,Jw,Q5,5,200,0.5184659681519398,1.8839434109149176,0.8479028873539447,3.0,-5.0,9.025000000000006,0.83,0.115,0.055,P_earlier,0.83,weak_or_none
W045,W045_V_vs_H_delta_peak,V,H,Q1,1,200,-1.3125585411150293,-0.3909063692613255,-0.6361460645224196,-10.0,-16.049999999999997,6.0,0.1,0.88,0.02,H_earlier,0.88,weak_or_none
W045,W045_V_vs_H_delta_peak,V,H,Q2,2,200,-0.3894110575357148,-0.10789277477698522,-0.23409346197374548,-9.0,-15.024999999999999,7.025000000000006,0.16,0.81,0.03,H_earlier,0.81,weak_or_none
W045,W045_V_vs_H_delta_peak,V,H,Q3,3,200,-0.10648590849912237,0.11844590060265103,0.009904932726306246,-9.5,-17.025,8.025000000000006,0.145,0.805,0.05,H_earlier,0.805,weak_or_none
W045,W045_V_vs_H_delta_peak,V,H,Q4,4,200,0.11846682532160027,0.3789581328970903,0.24073138214382453,-9.0,-14.0,10.0,0.26,0.695,0.045,H_earlier,0.695,weak_or_none
W045,W045_V_vs_H_delta_peak,V,H,Q5,5,200,0.3802801217583139,1.387488700168333,0.6196032116260342,-1.0,-14.0,14.0,0.435,0.515,0.05,H_earlier,0.515,weak_or_none
W045,W045_V_vs_Je_delta_peak,V,Je,Q1,1,200,-2.104058527765787,-0.4696558563367994,-0.7805957434548023,-1.0,-6.0,2.0,0.18,0.63,0.19,Je_earlier,0.63,weak_or_none
W045,W045_V_vs_Je_delta_peak,V,Je,Q2,2,200,-0.4689663122742819,-0.15106615631865125,-0.3031448106844087,0.0,-4.0,3.0,0.485,0.23,0.285,V_earlier,0.485,weak_or_none
W045,W045_V_vs_Je_delta_peak,V,Je,Q3,3,200,-0.15055907127007326,0.14173193472716628,0.0027210032533590577,1.0,-3.0249999999999995,6.0,0.615,0.185,0.2,V_earlier,0.615,weak_or_none
W045,W045_V_vs_Je_delta_peak,V,Je,Q4,4,200,0.1421789338169048,0.47592335741427994,0.29579791825430407,2.0,-4.0,7.025000000000006,0.795,0.095,0.11,V_earlier,0.795,weak_or_none
W045,W045_V_vs_Je_delta_peak,V,Je,Q5,5,200,0.4791457606025079,1.902879224874208,0.785221632631548,3.0,-1.0,8.0,0.935,0.035,0.03,V_earlier,0.935,usable_90
W045,W045_V_vs_Jw_delta_peak,V,Jw,Q1,1,200,-1.9856365345945082,-0.48966346073378886,-0.8039959463601934,-5.0,-11.024999999999999,0.0,0.015,0.97,0.015,Jw_earlier,0.97,credible_95
W045,W045_V_vs_Jw_delta_peak,V,Jw,Q2,2,200,-0.4879404614139723,-0.14237887338540006,-0.3065709158374187,-4.0,-10.024999999999999,4.025000000000006,0.07,0.86,0.07,Jw_earlier,0.86,weak_or_none
W045,W045_V_vs_Jw_delta_peak,V,Jw,Q3,3,200,-0.14163496271616252,0.13450800404569718,-0.000913732459574832,-3.0,-9.0,4.0,0.165,0.77,0.065,Jw_earlier,0.77,weak_or_none
W045,W045_V_vs_Jw_delta_peak,V,Jw,Q4,4,200,0.1349199742189197,0.49358767426999506,0.3055061941070543,-0.5,-7.0,5.025000000000006,0.4,0.5,0.1,Jw_earlier,0.5,weak_or_none
W045,W045_V_vs_Jw_delta_peak,V,Jw,Q5,5,200,0.4958915508818765,1.7978887707295452,0.8059744005501328,2.0,-5.0249999999999995,7.0,0.735,0.19,0.075,V_earlier,0.735,weak_or_none
W045,W045_H_vs_Je_delta_peak,H,Je,Q1,1,200,-1.7761856563115168,-0.42788606442039323,-0.7294919994738198,0.0,-12.0,16.0,0.47,0.455,0.075,H_earlier,0.47,weak_or_none
W045,W045_H_vs_Je_delta_peak,H,Je,Q2,2,200,-0.423289686704056,-0.13321722208024517,-0.2716052159586858,10.0,-9.0,16.0,0.71,0.26,0.03,H_earlier,0.71,weak_or_none
W045,W045_H_vs_Je_delta_peak,H,Je,Q3,3,200,-0.13269554145400703,0.13377833045994045,0.0016927326936206689,10.0,-8.0,18.025000000000006,0.745,0.175,0.08,H_earlier,0.745,weak_or_none
W045,W045_H_vs_Je_delta_peak,H,Je,Q4,4,200,0.13389050801428895,0.45118280133368194,0.2891346271970792,11.0,-7.0,17.0,0.865,0.115,0.02,H_earlier,0.865,weak_or_none
W045,W045_H_vs_Je_delta_peak,H,Je,Q5,5,200,0.4515480620437327,1.8204076737494266,0.7102698555418059,11.0,-6.0,16.025000000000006,0.895,0.09,0.015,H_earlier,0.895,weak_or_none
W045,W045_H_vs_Jw_delta_peak,H,Jw,Q1,1,200,-1.8734696673309408,-0.4851439120062291,-0.8216145139478727,3.0,-14.0,10.025000000000006,0.56,0.43,0.01,H_earlier,0.56,weak_or_none
W045,W045_H_vs_Jw_delta_peak,H,Jw,Q2,2,200,-0.4831824775954509,-0.16095480981726848,-0.3182997714887341,5.0,-13.024999999999999,15.025000000000006,0.66,0.33,0.01,H_earlier,0.66,weak_or_none
W045,W045_H_vs_Jw_delta_peak,H,Jw,Q3,3,200,-0.15806017443705767,0.11814553017707966,-0.02437633529749899,6.0,-11.024999999999999,14.025000000000006,0.74,0.235,0.025,H_earlier,0.74,weak_or_none
W045,W045_H_vs_Jw_delta_peak,H,Jw,Q4,4,200,0.11823674704847671,0.5186786781610261,0.29782865612313136,7.0,-9.024999999999999,17.0,0.8,0.17,0.03,H_earlier,0.8,weak_or_none
W045,W045_H_vs_Jw_delta_peak,H,Jw,Q5,5,200,0.5191245362877452,2.3069255934306683,0.8664619646109746,10.0,-7.0,16.025000000000006,0.85,0.145,0.005,H_earlier,0.85,weak_or_none
W045,W045_Je_vs_Jw_delta_peak,Je,Jw,Q1,1,200,-1.88413100453559,-0.4925621476432326,-0.8330794052241086,-6.0,-11.0,-1.0,0.015,0.98,0.005,Jw_earlier,0.98,credible_95
W045,W045_Je_vs_Jw_delta_peak,Je,Jw,Q2,2,200,-0.48846586387759783,-0.17559108983012917,-0.31489086885416273,-5.0,-11.0,2.0,0.03,0.965,0.005,Jw_earlier,0.965,credible_95
W045,W045_Je_vs_Jw_delta_peak,Je,Jw,Q3,3,200,-0.17552288175762873,0.14011037546343424,-0.023134298090551845,-4.0,-10.0,4.0,0.14,0.82,0.04,Jw_earlier,0.82,weak_or_none
W045,W045_Je_vs_Jw_delta_peak,Je,Jw,Q4,4,200,0.14054745606237162,0.5053886028596832,0.31351670553702193,-1.0,-8.024999999999999,6.025000000000006,0.34,0.54,0.12,Jw_earlier,0.54,weak_or_none
W045,W045_Je_vs_Jw_delta_peak,Je,Jw,Q5,5,200,0.5073021176925369,1.805939009932564,0.8575878666318011,1.0,-8.024999999999999,6.0,0.61,0.27,0.12,Je_earlier,0.61,weak_or_none
