mode,anchor_name,anchor_type,anchor_start,anchor_end,information_form,mean_score,mean_abs_spearman,n_targets,E2_mean_score,E2_percentile_among_sliding_windows,E2_better_than_n_named_controls,n_named_controls,anchor_decision
anomaly,slide_000_011,sliding,0,11,abs_transition,0.20761223075265545,0.202407252608494,3,0.030786587212311162,6.896551724137931,0,3,not_E2_specific
anomaly,slide_000_011,sliding,0,11,post_state,0.12351341582002894,0.12142477329825126,3,0.33253055435768125,89.65517241379311,2,3,broad_or_unclear_preseason_background
anomaly,slide_000_011,sliding,0,11,pre_state,0.04343252256227347,0.04239954806370897,3,0.31646399834325795,93.10344827586206,3,3,E2_anchor_partial
anomaly,slide_000_011,sliding,0,11,signed_transition,0.039861958695803786,0.03797336065241963,3,0.46970214571662683,96.55172413793103,2,3,E2_anchor_supported
anomaly,slide_000_011,sliding,0,11,slope,0.1144230530954438,0.11087664126921326,3,0.4849052473388773,100.0,3,3,E2_anchor_supported
anomaly,slide_000_011,sliding,0,11,window_mean,0.10318155181186245,0.10100227968377985,3,0.04938622901577886,10.344827586206897,1,3,not_E2_specific
anomaly,slide_001_012,sliding,1,12,abs_transition,0.10763504245638071,0.10569178712295707,3,0.030786587212311162,6.896551724137931,0,3,not_E2_specific
anomaly,slide_001_012,sliding,1,12,post_state,0.19621320865173755,0.19233692456709361,3,0.33253055435768125,89.65517241379311,2,3,broad_or_unclear_preseason_background
anomaly,slide_001_012,sliding,1,12,pre_state,0.05936159326926351,0.05648772512130248,3,0.31646399834325795,93.10344827586206,3,3,E2_anchor_partial
anomaly,slide_001_012,sliding,1,12,signed_transition,0.10893524718370849,0.10564778554630304,3,0.46970214571662683,96.55172413793103,2,3,E2_anchor_supported
anomaly,slide_001_012,sliding,1,12,slope,0.13892305077713127,0.13291997352154494,3,0.4849052473388773,100.0,3,3,E2_anchor_supported
anomaly,slide_001_012,sliding,1,12,window_mean,0.09181683971814074,0.09075325184891714,3,0.04938622901577886,10.344827586206897,1,3,not_E2_specific
anomaly,slide_002_013,sliding,2,13,abs_transition,0.193852882275633,0.19036683892638698,3,0.030786587212311162,6.896551724137931,0,3,not_E2_specific
anomaly,slide_002_013,sliding,2,13,post_state,0.25407024966214314,0.2484278277351967,3,0.33253055435768125,89.65517241379311,2,3,broad_or_unclear_preseason_background
anomaly,slide_002_013,sliding,2,13,pre_state,0.045913605750120816,0.04397100210969338,3,0.31646399834325795,93.10344827586206,3,3,E2_anchor_partial
anomaly,slide_002_013,sliding,2,13,signed_transition,0.14874931040383135,0.1441679230134246,3,0.46970214571662683,96.55172413793103,2,3,E2_anchor_supported
anomaly,slide_002_013,sliding,2,13,slope,0.18141869363306948,0.17590667134695026,3,0.4849052473388773,100.0,3,3,E2_anchor_supported
anomaly,slide_002_013,sliding,2,13,window_mean,0.12497787856572047,0.12456434492911383,3,0.04938622901577886,10.344827586206897,1,3,not_E2_specific
anomaly,slide_003_014,sliding,3,14,abs_transition,0.17840113447478254,0.17247477530766508,3,0.030786587212311162,6.896551724137931,0,3,not_E2_specific
anomaly,slide_003_014,sliding,3,14,post_state,0.2805378598175822,0.2722791273936979,3,0.33253055435768125,89.65517241379311,2,3,broad_or_unclear_preseason_background
anomaly,slide_003_014,sliding,3,14,pre_state,0.055798402740447756,0.05355510615601624,3,0.31646399834325795,93.10344827586206,3,3,E2_anchor_partial
anomaly,slide_003_014,sliding,3,14,signed_transition,0.20090505433018327,0.19478209956301873,3,0.46970214571662683,96.55172413793103,2,3,E2_anchor_supported
anomaly,slide_003_014,sliding,3,14,slope,0.1599053183908879,0.1543033257663218,3,0.4849052473388773,100.0,3,3,E2_anchor_supported
anomaly,slide_003_014,sliding,3,14,window_mean,0.13915050482673302,0.13873697119012637,3,0.04938622901577886,10.344827586206897,1,3,not_E2_specific
anomaly,slide_004_015,sliding,4,15,abs_transition,0.1685402343716554,0.16185444818853592,3,0.030786587212311162,6.896551724137931,0,3,not_E2_specific
anomaly,slide_004_015,sliding,4,15,post_state,0.22073319709709427,0.21493125677543756,3,0.33253055435768125,89.65517241379311,2,3,broad_or_unclear_preseason_background
anomaly,slide_004_015,sliding,4,15,pre_state,0.043592467345453446,0.04280283625857548,3,0.31646399834325795,93.10344827586206,3,3,E2_anchor_partial
anomaly,slide_004_015,sliding,4,15,signed_transition,0.16046774525283228,0.1544793204350031,3,0.46970214571662683,96.55172413793103,2,3,E2_anchor_supported
anomaly,slide_004_015,sliding,4,15,slope,0.11604853221790663,0.11351656129943262,3,0.4849052473388773,100.0,3,3,E2_anchor_supported
anomaly,slide_004_015,sliding,4,15,window_mean,0.14341060793206153,0.1425603947616845,3,0.04938622901577886,10.344827586206897,1,3,not_E2_specific
anomaly,slide_005_016,sliding,5,16,abs_transition,0.04378568817416743,0.04136148205477919,3,0.030786587212311162,6.896551724137931,0,3,not_E2_specific
anomaly,slide_005_016,sliding,5,16,post_state,0.18831573408932045,0.18249307550816082,3,0.33253055435768125,89.65517241379311,2,3,broad_or_unclear_preseason_background
anomaly,slide_005_016,sliding,5,16,pre_state,0.049711407206769274,0.04735954134036386,3,0.31646399834325795,93.10344827586206,3,3,E2_anchor_partial
anomaly,slide_005_016,sliding,5,16,signed_transition,0.13427919582349548,0.1307903621694775,3,0.46970214571662683,96.55172413793103,2,3,E2_anchor_supported
anomaly,slide_005_016,sliding,5,16,slope,0.06628492733613035,0.0627420993848802,3,0.4849052473388773,100.0,3,3,E2_anchor_supported
anomaly,slide_005_016,sliding,5,16,window_mean,0.14046633422583646,0.13845553896819515,3,0.04938622901577886,10.344827586206897,1,3,not_E2_specific
anomaly,slide_006_017,sliding,6,17,abs_transition,0.07661635424121149,0.07621073076476338,3,0.030786587212311162,6.896551724137931,0,3,not_E2_specific
anomaly,slide_006_017,sliding,6,17,post_state,0.17149557157037473,0.1672434510448857,3,0.33253055435768125,89.65517241379311,2,3,broad_or_unclear_preseason_background
anomaly,slide_006_017,sliding,6,17,pre_state,0.08259318743502651,0.08218801072185956,3,0.31646399834325795,93.10344827586206,3,3,E2_anchor_partial
anomaly,slide_006_017,sliding,6,17,signed_transition,0.07048166451411238,0.06804618842560034,3,0.46970214571662683,96.55172413793103,2,3,E2_anchor_supported
anomaly,slide_006_017,sliding,6,17,slope,0.09715616905596791,0.09393795759316376,3,0.4849052473388773,100.0,3,3,E2_anchor_supported
anomaly,slide_006_017,sliding,6,17,window_mean,0.1457808113329476,0.1422636538736091,3,0.04938622901577886,10.344827586206897,1,3,not_E2_specific
anomaly,slide_007_018,sliding,7,18,abs_transition,0.10785987317958366,0.10546294886099478,3,0.030786587212311162,6.896551724137931,0,3,not_E2_specific
anomaly,slide_007_018,sliding,7,18,post_state,0.1268318462873224,0.1247469815486116,3,0.33253055435768125,89.65517241379311,2,3,broad_or_unclear_preseason_background
anomaly,slide_007_018,sliding,7,18,pre_state,0.12351341582002894,0.12142477329825126,3,0.31646399834325795,93.10344827586206,3,3,E2_anchor_partial
anomaly,slide_007_018,sliding,7,18,signed_transition,0.06474233159153199,0.06148111212058677,3,0.46970214571662683,96.55172413793103,2,3,E2_anchor_supported
anomaly,slide_007_018,sliding,7,18,slope,0.06502793338787165,0.06352691029223662,3,0.4849052473388773,100.0,3,3,E2_anchor_supported
anomaly,slide_007_018,sliding,7,18,window_mean,0.17192086713039656,0.16859419283855068,3,0.04938622901577886,10.344827586206897,1,3,not_E2_specific
anomaly,slide_008_019,sliding,8,19,abs_transition,0.13388098835055412,0.13305196952305592,3,0.030786587212311162,6.896551724137931,0,3,not_E2_specific
anomaly,slide_008_019,sliding,8,19,post_state,0.06941043561913311,0.06825924080573205,3,0.33253055435768125,89.65517241379311,2,3,broad_or_unclear_preseason_background
anomaly,slide_008_019,sliding,8,19,pre_state,0.19621320865173755,0.19233692456709361,3,0.31646399834325795,93.10344827586206,3,3,E2_anchor_partial
anomaly,slide_008_019,sliding,8,19,signed_transition,0.031350321202444305,0.027323172312770413,3,0.46970214571662683,96.55172413793103,2,3,E2_anchor_supported
anomaly,slide_008_019,sliding,8,19,slope,0.0583531866391393,0.05658228598103502,3,0.4849052473388773,100.0,3,3,E2_anchor_supported
anomaly,slide_008_019,sliding,8,19,window_mean,0.18285370878745452,0.17766661803376316,3,0.04938622901577886,10.344827586206897,1,3,not_E2_specific
anomaly,slide_009_020,sliding,9,20,abs_transition,0.1691607231308506,0.1681939484578895,3,0.030786587212311162,6.896551724137931,0,3,not_E2_specific
anomaly,slide_009_020,sliding,9,20,post_state,0.13941083278214628,0.13439705466611698,3,0.33253055435768125,89.65517241379311,2,3,broad_or_unclear_preseason_background
anomaly,slide_009_020,sliding,9,20,pre_state,0.25407024966214314,0.2484278277351967,3,0.31646399834325795,93.10344827586206,3,3,E2_anchor_partial
anomaly,slide_009_020,sliding,9,20,signed_transition,0.0409108469267098,0.03854225958184568,3,0.46970214571662683,96.55172413793103,2,3,E2_anchor_supported
anomaly,slide_009_020,sliding,9,20,slope,0.07040115255389885,0.0685124297395439,3,0.4849052473388773,100.0,3,3,E2_anchor_supported
anomaly,slide_009_020,sliding,9,20,window_mean,0.19387966585145514,0.19129865725223516,3,0.04938622901577886,10.344827586206897,1,3,not_E2_specific
anomaly,slide_010_021,sliding,10,21,abs_transition,0.1003390659051797,0.09898424336774048,3,0.030786587212311162,6.896551724137931,0,3,not_E2_specific
anomaly,slide_010_021,sliding,10,21,post_state,0.11289051599669131,0.10701183442257767,3,0.33253055435768125,89.65517241379311,2,3,broad_or_unclear_preseason_background
anomaly,slide_010_021,sliding,10,21,pre_state,0.2805378598175822,0.2722791273936979,3,0.31646399834325795,93.10344827586206,3,3,E2_anchor_partial
anomaly,slide_010_021,sliding,10,21,signed_transition,0.10063410164400304,0.09882725082503847,3,0.46970214571662683,96.55172413793103,2,3,E2_anchor_supported
anomaly,slide_010_021,sliding,10,21,slope,0.12020001604499264,0.11863662421263506,3,0.4849052473388773,100.0,3,3,E2_anchor_supported
anomaly,slide_010_021,sliding,10,21,window_mean,0.19190148707268864,0.18823917237739152,3,0.04938622901577886,10.344827586206897,1,3,not_E2_specific
anomaly,slide_011_022,sliding,11,22,abs_transition,0.10353372929252658,0.1018088410876895,3,0.030786587212311162,6.896551724137931,0,3,not_E2_specific
anomaly,slide_011_022,sliding,11,22,post_state,0.07307127253513407,0.0691513354630922,3,0.33253055435768125,89.65517241379311,2,3,broad_or_unclear_preseason_background
anomaly,slide_011_022,sliding,11,22,pre_state,0.22073319709709427,0.21493125677543756,3,0.31646399834325795,93.10344827586206,3,3,E2_anchor_partial
anomaly,slide_011_022,sliding,11,22,signed_transition,0.12441580489542274,0.12356823926488707,3,0.46970214571662683,96.55172413793103,2,3,E2_anchor_supported
anomaly,slide_011_022,sliding,11,22,slope,0.15335074125153147,0.1511398089284255,3,0.4849052473388773,100.0,3,3,E2_anchor_supported
anomaly,slide_011_022,sliding,11,22,window_mean,0.19910011667918823,0.19233050385624575,3,0.04938622901577886,10.344827586206897,1,3,not_E2_specific
anomaly,slide_012_023,sliding,12,23,abs_transition,0.1031480631021467,0.1013542522668709,3,0.030786587212311162,6.896551724137931,0,3,not_E2_specific
anomaly,slide_012_023,sliding,12,23,post_state,0.020056732190306247,0.018964679537882802,3,0.33253055435768125,89.65517241379311,2,3,broad_or_unclear_preseason_background
anomaly,slide_012_023,sliding,12,23,pre_state,0.18831573408932045,0.18249307550816082,3,0.31646399834325795,93.10344827586206,3,3,E2_anchor_partial
anomaly,slide_012_023,sliding,12,23,signed_transition,0.1549526042972836,0.14928062314986842,3,0.46970214571662683,96.55172413793103,2,3,E2_anchor_supported
anomaly,slide_012_023,sliding,12,23,slope,0.17300298471207184,0.16610654388747867,3,0.4849052473388773,100.0,3,3,E2_anchor_supported
anomaly,slide_012_023,sliding,12,23,window_mean,0.1776155471516785,0.17070305469567706,3,0.04938622901577886,10.344827586206897,1,3,not_E2_specific
anomaly,slide_013_024,sliding,13,24,abs_transition,0.09102664720968705,0.08960245923404904,3,0.030786587212311162,6.896551724137931,0,3,not_E2_specific
anomaly,slide_013_024,sliding,13,24,post_state,0.021087970912446408,0.01801280176897621,3,0.33253055435768125,89.65517241379311,2,3,broad_or_unclear_preseason_background
anomaly,slide_013_024,sliding,13,24,pre_state,0.17149557157037473,0.1672434510448857,3,0.31646399834325795,93.10344827586206,3,3,E2_anchor_partial
anomaly,slide_013_024,sliding,13,24,signed_transition,0.18572705129992553,0.18074147191875378,3,0.46970214571662683,96.55172413793103,2,3,E2_anchor_supported
anomaly,slide_013_024,sliding,13,24,slope,0.1862683232539093,0.18113125639991393,3,0.4849052473388773,100.0,3,3,E2_anchor_supported
anomaly,slide_013_024,sliding,13,24,window_mean,0.13495341697402932,0.13154080374580987,3,0.04938622901577886,10.344827586206897,1,3,not_E2_specific
anomaly,slide_014_025,sliding,14,25,abs_transition,0.03915647550706385,0.038608181348519295,3,0.030786587212311162,6.896551724137931,0,3,not_E2_specific
anomaly,slide_014_025,sliding,14,25,post_state,0.03541359750017984,0.03433519439411882,3,0.33253055435768125,89.65517241379311,2,3,broad_or_unclear_preseason_background
anomaly,slide_014_025,sliding,14,25,pre_state,0.1268318462873224,0.1247469815486116,3,0.31646399834325795,93.10344827586206,3,3,E2_anchor_partial
anomaly,slide_014_025,sliding,14,25,signed_transition,0.10413334564536332,0.09874754947065757,3,0.46970214571662683,96.55172413793103,2,3,E2_anchor_supported
anomaly,slide_014_025,sliding,14,25,slope,0.11097906227546989,0.10284459646669863,3,0.4849052473388773,100.0,3,3,E2_anchor_supported
anomaly,slide_014_025,sliding,14,25,window_mean,0.050270056328792216,0.04870012511392562,3,0.04938622901577886,10.344827586206897,1,3,not_E2_specific
anomaly,slide_015_026,sliding,15,26,abs_transition,0.06495339876761953,0.06111955828547714,3,0.030786587212311162,6.896551724137931,0,3,not_E2_specific
anomaly,slide_015_026,sliding,15,26,post_state,0.16407317397923904,0.159006519409861,3,0.33253055435768125,89.65517241379311,2,3,broad_or_unclear_preseason_background
anomaly,slide_015_026,sliding,15,26,pre_state,0.06941043561913311,0.06825924080573205,3,0.31646399834325795,93.10344827586206,3,3,E2_anchor_partial
anomaly,slide_015_026,sliding,15,26,signed_transition,0.18713403870998632,0.18094521247800852,3,0.46970214571662683,96.55172413793103,2,3,E2_anchor_supported
anomaly,slide_015_026,sliding,15,26,slope,0.23817038425012507,0.23305661905673514,3,0.4849052473388773,100.0,3,3,E2_anchor_supported
anomaly,slide_015_026,sliding,15,26,window_mean,0.0343949181515496,0.03241747444236825,3,0.04938622901577886,10.344827586206897,1,3,not_E2_specific
anomaly,slide_016_027,sliding,16,27,abs_transition,0.13973220770949438,0.1365572990289087,3,0.030786587212311162,6.896551724137931,0,3,not_E2_specific
anomaly,slide_016_027,sliding,16,27,post_state,0.24788784397834776,0.2391271089183794,3,0.33253055435768125,89.65517241379311,2,3,broad_or_unclear_preseason_background
anomaly,slide_016_027,sliding,16,27,pre_state,0.13941083278214628,0.13439705466611698,3,0.31646399834325795,93.10344827586206,3,3,E2_anchor_partial
anomaly,slide_016_027,sliding,16,27,signed_transition,0.23812781368429584,0.2335902677621179,3,0.46970214571662683,96.55172413793103,2,3,E2_anchor_supported
anomaly,slide_016_027,sliding,16,27,slope,0.28733106310387774,0.2824423291715265,3,0.4849052473388773,100.0,3,3,E2_anchor_supported
anomaly,slide_016_027,sliding,16,27,window_mean,0.06101112727857011,0.058457957392381105,3,0.04938622901577886,10.344827586206897,1,3,not_E2_specific
anomaly,slide_017_028,sliding,17,28,abs_transition,0.22350277878762634,0.21639545910763466,3,0.030786587212311162,6.896551724137931,0,3,not_E2_specific
anomaly,slide_017_028,sliding,17,28,post_state,0.30521688832106614,0.29193351548457386,3,0.33253055435768125,89.65517241379311,2,3,broad_or_unclear_preseason_background
anomaly,slide_017_028,sliding,17,28,pre_state,0.11289051599669131,0.10701183442257767,3,0.31646399834325795,93.10344827586206,3,3,E2_anchor_partial
anomaly,slide_017_028,sliding,17,28,signed_transition,0.2742928631579571,0.2686737597118354,3,0.46970214571662683,96.55172413793103,2,3,E2_anchor_supported
anomaly,slide_017_028,sliding,17,28,slope,0.29154730442324245,0.28441867885473576,3,0.4849052473388773,100.0,3,3,E2_anchor_supported
anomaly,slide_017_028,sliding,17,28,window_mean,0.1341195497000294,0.13052691685550874,3,0.04938622901577886,10.344827586206897,1,3,not_E2_specific
anomaly,slide_018_029,sliding,18,29,abs_transition,0.3317974264187779,0.3227265746951287,3,0.030786587212311162,6.896551724137931,0,3,not_E2_specific
anomaly,slide_018_029,sliding,18,29,post_state,0.33932648062259213,0.32684691704358704,3,0.33253055435768125,89.65517241379311,2,3,broad_or_unclear_preseason_background
anomaly,slide_018_029,sliding,18,29,pre_state,0.07307127253513407,0.0691513354630922,3,0.31646399834325795,93.10344827586206,3,3,E2_anchor_partial
anomaly,slide_018_029,sliding,18,29,signed_transition,0.3546207244939196,0.3458286675489172,3,0.46970214571662683,96.55172413793103,2,3,E2_anchor_supported
anomaly,slide_018_029,sliding,18,29,slope,0.30546410383563544,0.29667204689063303,3,0.4849052473388773,100.0,3,3,E2_anchor_supported
anomaly,slide_018_029,sliding,18,29,window_mean,0.19143661196454942,0.18786920566935397,3,0.04938622901577886,10.344827586206897,1,3,not_E2_specific
anomaly,slide_019_030,sliding,19,30,abs_transition,0.42865087467009394,0.41758628087650235,3,0.030786587212311162,6.896551724137931,0,3,not_E2_specific
anomaly,slide_019_030,sliding,19,30,post_state,0.3551474747702865,0.3431140857259873,3,0.33253055435768125,89.65517241379311,2,3,broad_or_unclear_preseason_background
anomaly,slide_019_030,sliding,19,30,pre_state,0.020056732190306247,0.018964679537882802,3,0.31646399834325795,93.10344827586206,3,3,E2_anchor_partial
anomaly,slide_019_030,sliding,19,30,signed_transition,0.32555514552167336,0.3172700024778584,3,0.46970214571662683,96.55172413793103,2,3,E2_anchor_supported
anomaly,slide_019_030,sliding,19,30,slope,0.30688342317020584,0.29675988465433134,3,0.4849052473388773,100.0,3,3,E2_anchor_supported
anomaly,slide_019_030,sliding,19,30,window_mean,0.24946044337626505,0.24580011911830268,3,0.04938622901577886,10.344827586206897,1,3,not_E2_specific
anomaly,slide_020_031,sliding,20,31,abs_transition,0.23956459965958224,0.23308842020020967,3,0.030786587212311162,6.896551724137931,0,3,not_E2_specific
anomaly,slide_020_031,sliding,20,31,post_state,0.31646399834325795,0.30890837449938835,3,0.33253055435768125,89.65517241379311,2,3,broad_or_unclear_preseason_background
anomaly,slide_020_031,sliding,20,31,pre_state,0.021087970912446408,0.01801280176897621,3,0.31646399834325795,93.10344827586206,3,3,E2_anchor_partial
anomaly,slide_020_031,sliding,20,31,signed_transition,0.3519587836722084,0.3423506765451199,3,0.46970214571662683,96.55172413793103,2,3,E2_anchor_supported
anomaly,slide_020_031,sliding,20,31,slope,0.35370572513440024,0.3440945257614895,3,0.4849052473388773,100.0,3,3,E2_anchor_supported
anomaly,slide_020_031,sliding,20,31,window_mean,0.28196432297609625,0.2764966861971632,3,0.04938622901577886,10.344827586206897,1,3,not_E2_specific
anomaly,slide_021_032,sliding,21,32,abs_transition,0.15300747126295008,0.14842145921437544,3,0.030786587212311162,6.896551724137931,0,3,not_E2_specific
anomaly,slide_021_032,sliding,21,32,post_state,0.257205768876575,0.24842905244203747,3,0.33253055435768125,89.65517241379311,2,3,broad_or_unclear_preseason_background
anomaly,slide_021_032,sliding,21,32,pre_state,0.03541359750017984,0.03433519439411882,3,0.31646399834325795,93.10344827586206,3,3,E2_anchor_partial
anomaly,slide_021_032,sliding,21,32,signed_transition,0.25615093101445957,0.24640927872376261,3,0.46970214571662683,96.55172413793103,2,3,E2_anchor_supported
anomaly,slide_021_032,sliding,21,32,slope,0.2652804293073772,0.25818070237758944,3,0.4849052473388773,100.0,3,3,E2_anchor_supported
anomaly,slide_021_032,sliding,21,32,window_mean,0.24304024106071312,0.23908197765724934,3,0.04938622901577886,10.344827586206897,1,3,not_E2_specific
anomaly,slide_022_033,sliding,22,33,abs_transition,0.12256000620626334,0.12061902886809452,3,0.030786587212311162,6.896551724137931,0,3,not_E2_specific
anomaly,slide_022_033,sliding,22,33,post_state,0.259684123554615,0.2503434273349867,3,0.33253055435768125,89.65517241379311,2,3,broad_or_unclear_preseason_background
anomaly,slide_022_033,sliding,22,33,pre_state,0.16407317397923904,0.159006519409861,3,0.31646399834325795,93.10344827586206,3,3,E2_anchor_partial
anomaly,slide_022_033,sliding,22,33,signed_transition,0.17192156756861518,0.16714445286055934,3,0.46970214571662683,96.55172413793103,2,3,E2_anchor_supported
anomaly,slide_022_033,sliding,22,33,slope,0.16774823060419605,0.1610543744754025,3,0.4849052473388773,100.0,3,3,E2_anchor_supported
anomaly,slide_022_033,sliding,22,33,window_mean,0.28757791068215993,0.28129600648281566,3,0.04938622901577886,10.344827586206897,1,3,not_E2_specific
anomaly,slide_023_034,sliding,23,34,abs_transition,0.1757499468749932,0.17232215750326643,3,0.030786587212311162,6.896551724137931,0,3,not_E2_specific
anomaly,slide_023_034,sliding,23,34,post_state,0.11465394475053842,0.11331715250334602,3,0.33253055435768125,89.65517241379311,2,3,broad_or_unclear_preseason_background
anomaly,slide_023_034,sliding,23,34,pre_state,0.24788784397834776,0.2391271089183794,3,0.31646399834325795,93.10344827586206,3,3,E2_anchor_partial
anomaly,slide_023_034,sliding,23,34,signed_transition,0.11004059882824242,0.10260802862526815,3,0.46970214571662683,96.55172413793103,2,3,E2_anchor_supported
anomaly,slide_023_034,sliding,23,34,slope,0.08894029303552815,0.08560636082577777,3,0.4849052473388773,100.0,3,3,E2_anchor_supported
anomaly,slide_023_034,sliding,23,34,window_mean,0.2603333210946977,0.2545789981252991,3,0.04938622901577886,10.344827586206897,1,3,not_E2_specific
anomaly,slide_024_035,sliding,24,35,abs_transition,0.14202460520939908,0.1360476997123288,3,0.030786587212311162,6.896551724137931,0,3,not_E2_specific
anomaly,slide_024_035,sliding,24,35,post_state,0.04063696867670965,0.038540630434610354,3,0.33253055435768125,89.65517241379311,2,3,broad_or_unclear_preseason_background
anomaly,slide_024_035,sliding,24,35,pre_state,0.30521688832106614,0.29193351548457386,3,0.31646399834325795,93.10344827586206,3,3,E2_anchor_partial
anomaly,slide_024_035,sliding,24,35,signed_transition,0.23972449211974892,0.23351011961924004,3,0.46970214571662683,96.55172413793103,2,3,E2_anchor_supported
anomaly,slide_024_035,sliding,24,35,slope,0.22556612300248036,0.21937481483622687,3,0.4849052473388773,100.0,3,3,E2_anchor_supported
anomaly,slide_024_035,sliding,24,35,window_mean,0.22014611953592259,0.2134598290885934,3,0.04938622901577886,10.344827586206897,1,3,not_E2_specific
anomaly,slide_025_036,sliding,25,36,abs_transition,0.10796031477307544,0.10121439730333753,3,0.030786587212311162,6.896551724137931,0,3,not_E2_specific
anomaly,slide_025_036,sliding,25,36,post_state,0.1475608693769424,0.14449344379121548,3,0.33253055435768125,89.65517241379311,2,3,broad_or_unclear_preseason_background
anomaly,slide_025_036,sliding,25,36,pre_state,0.33932648062259213,0.32684691704358704,3,0.31646399834325795,93.10344827586206,3,3,E2_anchor_partial
anomaly,slide_025_036,sliding,25,36,signed_transition,0.333216518630386,0.32245243053605155,3,0.46970214571662683,96.55172413793103,2,3,E2_anchor_supported
anomaly,slide_025_036,sliding,25,36,slope,0.3723400564462085,0.36157596835187406,3,0.4849052473388773,100.0,3,3,E2_anchor_supported
anomaly,slide_025_036,sliding,25,36,window_mean,0.16208594905252416,0.15841540682968372,3,0.04938622901577886,10.344827586206897,1,3,not_E2_specific
anomaly,slide_026_037,sliding,26,37,abs_transition,0.026372197611474583,0.0245978150813999,3,0.030786587212311162,6.896551724137931,0,3,not_E2_specific
anomaly,slide_026_037,sliding,26,37,post_state,0.2686029824202571,0.25774580331996716,3,0.33253055435768125,89.65517241379311,2,3,broad_or_unclear_preseason_background
anomaly,slide_026_037,sliding,26,37,pre_state,0.3551474747702865,0.3431140857259873,3,0.31646399834325795,93.10344827586206,3,3,E2_anchor_partial
