scope,object,config_id,candidate_id,point_day,month_day,band_start_day,band_end_day,band_center_day,peak_score,peak_prominence,support_floor,global_floor,left_stop_reason,right_stop_reason,is_formal_primary,sensitivity_group,changed_factor,changed_value,input_source,smoothed_fields_path,bootstrap_status
joint_all,joint_all,BASELINE,CP001,18,04-19,16,20,18,3.021425291663116,0.3019803443929008,3.2491392098076846,3.2491392098076846,support_floor,support_floor,False,baseline,none,baseline,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,BASELINE,CP002,45,05-16,40,48,44,5.878578493131532,3.6472619692422086,4.054947508510428,3.2491392098076846,support_floor,support_floor,True,baseline,none,baseline,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,BASELINE,CP003,81,06-21,75,86,80,9.238311473412097,4.2285212740596405,7.124050836382276,3.2491392098076846,support_floor,support_floor,True,baseline,none,baseline,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,BASELINE,CP004,96,07-06,94,99,96,6.44414632933013,1.1935943825533588,5.847349138053451,3.2491392098076846,support_floor,support_floor,False,baseline,none,baseline,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,BASELINE,CP005,113,07-23,107,117,112,9.678099825113602,7.556092339736476,5.9000536552453635,3.2491392098076846,support_floor,support_floor,True,baseline,none,baseline,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,BASELINE,CP007,135,08-14,128,138,133,3.7666081070788318,1.4709574724059107,3.2491392098076846,3.2491392098076846,support_floor,support_floor,True,baseline,none,baseline,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,BASELINE,CP006,132,08-11,130,134,132,3.7541518352022365,0.00977477683365846,3.749264446785407,3.2491392098076846,support_floor,support_floor,False,baseline,none,baseline,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,BASELINE,CP008,160,09-08,155,164,160,7.120567750300529,2.684733245250058,5.7782011276755,3.2491392098076846,support_floor,support_floor,True,baseline,none,baseline,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,DET_WIDTH_16,CP001,16,04-17,14,18,16,1.8893871513437321,0.6650895878128502,1.9062913540695097,1.9062913540695097,support_floor,support_floor,False,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,DET_WIDTH_16,CP002,45,05-16,40,48,44,3.711217956015139,2.531267133339165,2.4455843893455564,1.9062913540695097,support_floor,support_floor,True,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,DET_WIDTH_16,CP003,57,05-28,55,59,57,0.6402641353782885,0.005320128080236075,1.9062913540695097,1.9062913540695097,support_floor,support_floor,False,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,DET_WIDTH_16,CP004,67,06-07,65,69,67,2.261580088378947,0.09833187414486844,2.212414151306513,1.9062913540695097,support_floor,support_floor,False,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,DET_WIDTH_16,CP005,80,06-20,75,86,80,5.169094393335747,2.6708128883766413,3.8336879491474267,1.9062913540695097,support_floor,support_floor,True,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,DET_WIDTH_16,CP006,96,07-06,94,99,96,3.920243941505593,1.2315012271260568,3.3044933279425646,1.9062913540695097,support_floor,support_floor,True,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
