window_id,target_name,feature_col,targeted_svd_coefficient
W160,W160_V_earlier_minus_Je_earlier,0,-0.0012515060688539092
W160,W160_V_earlier_minus_Je_earlier,1,-0.014421632078027349
W160,W160_V_earlier_minus_Je_earlier,2,-0.007742081594863039
W160,W160_V_earlier_minus_Je_earlier,3,0.0052089305648294025
W160,W160_V_earlier_minus_Je_earlier,4,-0.010750954757283684
W160,W160_V_earlier_minus_Je_earlier,5,-0.012251355645508005
W160,W160_V_earlier_minus_Je_earlier,6,-0.002110023201900985
W160,W160_V_earlier_minus_Je_earlier,7,-0.003725969272224396
W160,W160_V_earlier_minus_Je_earlier,8,0.002309454995088374
W160,W160_V_earlier_minus_Je_earlier,9,0.014937203464298528
W160,W160_V_earlier_minus_Je_earlier,10,0.01602970818585486
W160,W160_V_earlier_minus_Je_earlier,11,-0.006272302166059123
W160,W160_V_earlier_minus_Je_earlier,12,-0.02566009783431991
W160,W160_V_earlier_minus_Je_earlier,13,0.002046100740773
W160,W160_V_earlier_minus_Je_earlier,14,-0.014884081357510116
W160,W160_V_earlier_minus_Je_earlier,15,-0.008911647833470747
W160,W160_V_earlier_minus_Je_earlier,16,0.006486883181976819
W160,W160_V_earlier_minus_Je_earlier,17,-0.009744985319212782
W160,W160_V_earlier_minus_Je_earlier,18,-0.008766602003430119
W160,W160_V_earlier_minus_Je_earlier,19,0.0004353282926890278
W160,W160_V_earlier_minus_Je_earlier,20,0.00012430982551780393
W160,W160_V_earlier_minus_Je_earlier,21,0.0024940536045325225
W160,W160_V_earlier_minus_Je_earlier,22,0.011632002005635954
W160,W160_V_earlier_minus_Je_earlier,23,0.01826990115780052
W160,W160_V_earlier_minus_Je_earlier,24,-0.0005245555736389522
W160,W160_V_earlier_minus_Je_earlier,25,-0.0195839898224913
W160,W160_V_earlier_minus_Je_earlier,26,0.005395836434808987
W160,W160_V_earlier_minus_Je_earlier,27,-0.012599532901878263
W160,W160_V_earlier_minus_Je_earlier,28,-0.00925137146672096
W160,W160_V_earlier_minus_Je_earlier,29,0.0039420482959445936
W160,W160_V_earlier_minus_Je_earlier,30,-0.009080812091729156
W160,W160_V_earlier_minus_Je_earlier,31,-0.00869678329636603
W160,W160_V_earlier_minus_Je_earlier,32,0.0032119099205126867
W160,W160_V_earlier_minus_Je_earlier,33,0.0017080194361550997
W160,W160_V_earlier_minus_Je_earlier,34,-0.0009715712241998198
W160,W160_V_earlier_minus_Je_earlier,35,0.007474622498591898
W160,W160_V_earlier_minus_Je_earlier,36,0.016693148165641745
W160,W160_V_earlier_minus_Je_earlier,37,-0.0012599623864481926
W160,W160_V_earlier_minus_Je_earlier,38,-0.023167242441911023
W160,W160_V_earlier_minus_Je_earlier,39,0.008697477360977042
W160,W160_V_earlier_minus_Je_earlier,40,-0.009950216435354216
W160,W160_V_earlier_minus_Je_earlier,41,-0.0077398209483619754
W160,W160_V_earlier_minus_Je_earlier,42,0.0019381330493821142
W160,W160_V_earlier_minus_Je_earlier,43,-0.010214270648139265
W160,W160_V_earlier_minus_Je_earlier,44,-0.011602803726294134
W160,W160_V_earlier_minus_Je_earlier,45,0.0033851342209788382
W160,W160_V_earlier_minus_Je_earlier,46,0.00129726525571425
W160,W160_V_earlier_minus_Je_earlier,47,-0.0029236564840615497
W160,W160_V_earlier_minus_Je_earlier,48,0.0019153064872057112
W160,W160_V_earlier_minus_Je_earlier,49,0.010125159072060397
W160,W160_V_earlier_minus_Je_earlier,50,-0.007838763490518012
W160,W160_V_earlier_minus_Je_earlier,51,-0.02420314991191496
W160,W160_V_earlier_minus_Je_earlier,52,0.0156454210341355
W160,W160_V_earlier_minus_Je_earlier,53,-0.006684460315256937
W160,W160_V_earlier_minus_Je_earlier,54,-0.00576523770369055
W160,W160_V_earlier_minus_Je_earlier,55,0.002685778879460039
W160,W160_V_earlier_minus_Je_earlier,56,-0.014234603457074448
W160,W160_V_earlier_minus_Je_earlier,57,-0.016428714528242117
W160,W160_V_earlier_minus_Je_earlier,58,-2.7421596194968e-05
W160,W160_V_earlier_minus_Je_earlier,59,0.003173072649931372
W160,W160_V_earlier_minus_Je_earlier,60,-0.0023538375425937426
W160,W160_V_earlier_minus_Je_earlier,61,2.9455317637097805e-05
W160,W160_V_earlier_minus_Je_earlier,62,0.011375634641745319
W160,W160_V_earlier_minus_Je_earlier,63,-0.005648936351621583
W160,W160_V_earlier_minus_Je_earlier,64,-0.02260079277070142
W160,W160_V_earlier_minus_Je_earlier,65,0.02135520836201776
W160,W160_V_earlier_minus_Je_earlier,66,-0.00043243737695624945
W160,W160_V_earlier_minus_Je_earlier,67,-0.002954652238385087
W160,W160_V_earlier_minus_Je_earlier,68,0.0021890059565354038
W160,W160_V_earlier_minus_Je_earlier,69,-0.016280921064496138
W160,W160_V_earlier_minus_Je_earlier,70,-0.020573491386838998
W160,W160_V_earlier_minus_Je_earlier,71,-0.003083588922793657
W160,W160_V_earlier_minus_Je_earlier,72,-0.001191490703484535
W160,W160_V_earlier_minus_Je_earlier,73,-0.0062519450790176284
W160,W160_V_earlier_minus_Je_earlier,74,-0.004906357944894691
W160,W160_V_earlier_minus_Je_earlier,75,0.010562895243585177
W160,W160_V_earlier_minus_Je_earlier,76,-0.0013647766065383762
W160,W160_V_earlier_minus_Je_earlier,77,-0.02308757759136098
W160,W160_V_earlier_minus_Je_earlier,78,0.026517196178176106
W160,W160_V_earlier_minus_Je_earlier,79,0.007643133509158531
W160,W160_V_earlier_minus_Je_earlier,80,-0.0006399894630357118
W160,W160_V_earlier_minus_Je_earlier,81,0.002573856022017977
W160,W160_V_earlier_minus_Je_earlier,82,-0.016217146947059995
W160,W160_V_earlier_minus_Je_earlier,83,-0.022010602529569597
W160,W160_V_earlier_minus_Je_earlier,84,-0.008506887936258468
W160,W160_V_earlier_minus_Je_earlier,85,-0.006688938613597702
W160,W160_V_earlier_minus_Je_earlier,86,-0.009715938186961273
W160,W160_V_earlier_minus_Je_earlier,87,-0.007718619908794522
W160,W160_V_earlier_minus_Je_earlier,88,0.011367178359630399
W160,W160_V_earlier_minus_Je_earlier,89,0.004112218229098245
W160,W160_V_earlier_minus_Je_earlier,90,-0.016217650626004654
W160,W160_V_earlier_minus_Je_earlier,91,0.026829072558964964
W160,W160_V_earlier_minus_Je_earlier,92,0.011754832957345345
