window_id,target_name,score_group,n_bootstrap,n_valid_delta,object_A,object_B,P_A_earlier,P_B_earlier,P_same_day,dominant_order_direction,dominant_order_probability,delta_median,delta_q025,delta_q975,order_level
W045,W045_Je_vs_Jw_delta_peak,high,334,334,Je,Jw,0.5089820359281437,0.3592814371257485,0.1317365269461078,Je_earlier,0.5089820359281437,1.0,-8.0,6.0,weak_or_none
W045,W045_Je_vs_Jw_delta_peak,mid,333,333,Je,Jw,0.15315315315315314,0.8078078078078078,0.03903903903903904,Jw_earlier,0.8078078078078078,-4.0,-9.0,4.0,weak_or_none
W045,W045_Je_vs_Jw_delta_peak,low,333,333,Je,Jw,0.018018018018018018,0.978978978978979,0.003003003003003003,Jw_earlier,0.978978978978979,-6.0,-11.0,-1.0,credible_95
W045,W045_P_vs_Jw_delta_peak,high,334,334,P,Jw,0.7335329341317365,0.19760479041916168,0.0688622754491018,P_earlier,0.7335329341317365,2.0,-5.0,8.675000000000011,weak_or_none
W045,W045_P_vs_Jw_delta_peak,mid,333,333,P,Jw,0.25225225225225223,0.6516516516516516,0.0960960960960961,Jw_earlier,0.6516516516516516,-2.0,-7.0,5.0,weak_or_none
W045,W045_P_vs_Jw_delta_peak,low,333,333,P,Jw,0.05405405405405406,0.8978978978978979,0.04804804804804805,Jw_earlier,0.8978978978978979,-4.0,-8.0,2.0,weak_or_none
W045,W045_V_vs_Jw_delta_peak,high,334,334,V,Jw,0.6197604790419161,0.281437125748503,0.09880239520958084,V_earlier,0.6197604790419161,1.0,-6.0,6.0,weak_or_none
W045,W045_V_vs_Jw_delta_peak,mid,333,333,V,Jw,0.17717717717717718,0.7507507507507507,0.07207207207207207,Jw_earlier,0.7507507507507507,-3.0,-8.7,4.699999999999989,weak_or_none
W045,W045_V_vs_Jw_delta_peak,low,333,333,V,Jw,0.03303303303303303,0.9429429429429429,0.024024024024024024,Jw_earlier,0.9429429429429429,-5.0,-11.0,1.0,usable_90
W081,W081_P_vs_V_delta_peak,high,334,334,P,V,0.38922155688622756,0.41916167664670656,0.19161676646706588,V_earlier,0.41916167664670656,0.0,-6.0,11.0,weak_or_none
W081,W081_P_vs_V_delta_peak,mid,333,333,P,V,0.15915915915915915,0.7087087087087087,0.13213213213213212,V_earlier,0.7087087087087087,-2.0,-10.7,4.699999999999989,weak_or_none
W081,W081_P_vs_V_delta_peak,low,333,333,P,V,0.04504504504504504,0.8918918918918919,0.06306306306306306,V_earlier,0.8918918918918919,-3.0,-13.7,1.0,weak_or_none
W081,W081_V_vs_Jw_delta_peak,high,334,334,V,Jw,0.9281437125748503,0.04790419161676647,0.023952095808383235,V_earlier,0.9281437125748503,5.0,-2.0,14.675000000000011,usable_90
W081,W081_V_vs_Jw_delta_peak,mid,333,332,V,Jw,0.7259036144578314,0.18373493975903615,0.09036144578313253,V_earlier,0.7259036144578314,2.0,-5.0,13.724999999999966,weak_or_none
W081,W081_V_vs_Jw_delta_peak,low,333,333,V,Jw,0.3183183183183183,0.5495495495495496,0.13213213213213212,Jw_earlier,0.5495495495495496,-1.0,-11.0,7.699999999999989,weak_or_none
W081,W081_H_vs_Jw_delta_peak,high,334,333,H,Jw,0.96996996996997,0.015015015015015015,0.015015015015015015,H_earlier,0.96996996996997,7.0,0.0,15.0,credible_95
W081,W081_H_vs_Jw_delta_peak,mid,333,333,H,Jw,0.8678678678678678,0.08408408408408409,0.04804804804804805,H_earlier,0.8678678678678678,4.0,-4.0,13.0,weak_or_none
W081,W081_H_vs_Jw_delta_peak,low,333,333,H,Jw,0.5495495495495496,0.36036036036036034,0.09009009009009009,H_earlier,0.5495495495495496,1.0,-7.0,9.399999999999977,weak_or_none
W113,W113_V_vs_Je_delta_peak,high,334,333,V,Je,0.32732732732732733,0.46546546546546547,0.2072072072072072,Je_earlier,0.46546546546546547,0.0,-6.699999999999999,4.0,weak_or_none
W113,W113_V_vs_Je_delta_peak,mid,333,333,V,Je,0.06006006006006006,0.8798798798798799,0.06006006006006006,Je_earlier,0.8798798798798799,-4.0,-10.0,3.0,weak_or_none
W113,W113_V_vs_Je_delta_peak,low,333,333,V,Je,0.012012012012012012,0.987987987987988,0.0,Je_earlier,0.987987987987988,-7.0,-13.7,-2.0,credible_95
W113,W113_H_vs_Je_delta_peak,high,334,334,H,Je,0.09281437125748503,0.7784431137724551,0.12874251497005987,Je_earlier,0.7784431137724551,-2.0,-5.0,2.0,weak_or_none
W113,W113_H_vs_Je_delta_peak,mid,333,332,H,Je,0.009036144578313253,0.9759036144578314,0.015060240963855422,Je_earlier,0.9759036144578314,-4.0,-8.0,-1.0,credible_95
W113,W113_H_vs_Je_delta_peak,low,333,333,H,Je,0.009009009009009009,0.990990990990991,0.0,Je_earlier,0.990990990990991,-6.0,-10.0,-1.0,strict_99
W113,W113_P_vs_V_delta_peak,high,334,334,P,V,0.9161676646706587,0.06287425149700598,0.020958083832335328,P_earlier,0.9161676646706587,5.0,-8.0,16.0,usable_90
W113,W113_P_vs_V_delta_peak,mid,333,333,P,V,0.6726726726726727,0.2012012012012012,0.12612612612612611,P_earlier,0.6726726726726727,2.0,-4.0,10.0,weak_or_none
W113,W113_P_vs_V_delta_peak,low,333,333,P,V,0.2042042042042042,0.6906906906906907,0.10510510510510511,V_earlier,0.6906906906906907,-2.0,-8.0,4.0,weak_or_none
W113,W113_Jw_vs_H_delta_peak,high,334,334,Jw,H,0.9640718562874252,0.023952095808383235,0.011976047904191617,Jw_earlier,0.9640718562874252,10.0,0.0,14.675000000000011,credible_95
W113,W113_Jw_vs_H_delta_peak,mid,333,333,Jw,H,0.978978978978979,0.012012012012012012,0.009009009009009009,Jw_earlier,0.978978978978979,7.0,1.0,14.0,credible_95
W113,W113_Jw_vs_H_delta_peak,low,333,333,Jw,H,0.93993993993994,0.042042042042042045,0.018018018018018018,Jw_earlier,0.93993993993994,5.0,-1.0,13.0,usable_90
