window,source,target,source_object,target_object,source_family,target_family,family_direction,positive_peak_lag,positive_peak_signed_r,positive_peak_abs_r,negative_peak_lag,negative_peak_signed_r,negative_peak_abs_r,lag0_signed_r,lag0_abs_r,p_pos_surrogate,q_pos_within_window,q_pos_global,p_pos_audit_surrogate,q_pos_audit_within_window,T_pos_null95,T_pos_audit_null95,strength_excess,strength_ratio,statistical_support,strength_tier,same_day_coupling_flag,direction_label,pc1_lead_lag_label,pc1_lead_lag_group,pc1_evidence_tier,pc1_evidence_tier_reason,failure_reason,risk_note,suggested_reverse_direction,sample_status,pair_phi_risk,pc1_mode_stability_source,pc1_mode_stability_target,D_pos_0_obs_raw,D_pos_0_CI90_low,D_pos_0_CI90_high,P_D_pos_0_gt_0,P_D_pos_0_lt_0,lag_vs_tau0_label,D_pos_neg_obs_raw,D_pos_neg_CI90_low,D_pos_neg_CI90_high,P_D_pos_neg_gt_0,P_D_pos_neg_lt_0,direction_vs_reverse_label,bootstrap_peak_lag_mode,bootstrap_peak_lag_mode_fraction,bootstrap_peak_lag_entropy,peak_lag_stability_label,stability_judgement,interpretation_guardrail
S1,P_PC1,V_PC1,P,V,P,V,P→V,1,0.5364669301679693,0.5364669301679693,-1,0.7928916583765686,0.7928916583765686,0.706334621419118,0.706334621419118,0.000999000999000999,0.001998001998001998,0.003909134343916952,0.000999000999000999,0.00333000333000333,0.17346510722176964,0.30171020351916267,0.36300182294619965,3.092650382316447,supported,strong_above_null,True,reverse_dominant,PC1_no_reverse_dominant,PC1_lead_lag_no,PC1_Tier5b_no_reverse_dominant,reverse lag is stronger,reverse_lag_dominant,reverse_direction,V_PC1 -> P_PC1,ok,none,pc1_mode_unstable,pc1_mode_unstable,-0.16986769125114898,-0.19563393178201402,-0.14706468217879745,0.0,1.0,stable_tau0_dominant,-0.2564247282086016,-0.29710982827483656,-0.22205581472648533,0.0,1.0,reverse_competitive,1.0,1.0,-1.000088900581841e-12,peak_lag_stable,pc1_mode_limited,source_or_target_PC1_mode_unstable; do not use as strong EOF-PC1 lead-lag evidence
S1,P_PC1,H_PC1,P,H,P,H,P→H,1,0.1882658425867153,0.1882658425867153,-1,0.2977741451575175,0.2977741451575175,0.26542240750743484,0.26542240750743484,0.04795204795204795,0.05328005328005328,0.08807519011600645,0.14085914085914086,0.1565101565101565,0.18644144082385508,0.24254374323564262,0.0018244017628602227,1.0097853875983713,supported,moderate_above_null,True,reverse_dominant,PC1_no_reverse_dominant,PC1_lead_lag_no,PC1_Tier5b_no_reverse_dominant,reverse lag is stronger,reverse_lag_dominant,reverse_direction,H_PC1 -> P_PC1,ok,none,pc1_mode_unstable,pc1_mode_unstable,-0.07715656492071923,-0.09725658509566237,-0.05356908937791482,0.01,0.99,stable_tau0_dominant,-0.10950830257080194,-0.14796068560551995,-0.06504183307056136,0.003,0.997,reverse_competitive,1.0,0.941,0.2650264550053496,peak_lag_stable,pc1_mode_limited,source_or_target_PC1_mode_unstable; do not use as strong EOF-PC1 lead-lag evidence
S1,P_PC1,Je_PC1,P,Je,P,Je,P→Je,1,0.34315059599559605,0.34315059599559605,-1,0.3062080364070405,0.3062080364070405,0.35142089767412515,0.35142089767412515,0.000999000999000999,0.001998001998001998,0.003909134343916952,0.003996003996003996,0.00999000999000999,0.18243955658341163,0.2418426019725447,0.16071103941218443,1.8809001864609725,supported,strong_above_null,True,same_day_dominant,PC1_ambiguous_same_day_dominant,PC1_lead_lag_ambiguous,PC1_Tier4b_ambiguous_same_day,same-day dominant/mixed,same_day_exceeds_positive_lag,same_day_dominant,,ok,minor,pc1_mode_unstable,pc1_mode_unstable,-0.00827030167852899,-0.0258516294325857,0.009305672835062239,0.215,0.785,lag_tau0_close_uncertain,0.036942559588555746,0.004712918985635717,0.07101131603427564,0.977,0.023,stable_forward_over_reverse,1.0,1.0,-1.000088900581841e-12,peak_lag_stable,pc1_mode_limited,source_or_target_PC1_mode_unstable; do not use as strong EOF-PC1 lead-lag evidence
S1,P_PC1,Jw_PC1,P,Jw,P,Jw,P→Jw,2,-0.2048414218650367,0.2048414218650367,-5,0.23669078477637395,0.23669078477637395,-0.1183479440105059,0.1183479440105059,0.024975024975024976,0.029382382323558796,0.05288828818240583,0.06893106893106893,0.08109537521302226,0.17438375033020845,0.2202383674012846,0.030457671534828257,1.1746588858030316,supported,moderate_above_null,False,bidirectional_close,PC1_ambiguous_bidirectional_close,PC1_lead_lag_ambiguous,PC1_Tier4a_ambiguous_bidirectional_close,bidirectional/feedback-like,positive_and_negative_supported_but_direction_difference_uncertain,bidirectional_or_feedback_like,,ok,minor,pc1_mode_unstable,pc1_mode_unstable,0.08649347785453093,0.05074982502346008,0.12644468648804905,1.0,0.0,stable_lag_dominant,-0.03184936291133769,-0.1827257114788925,0.133236482845767,0.387,0.613,mixed_forward_reverse_unstable,2.0,0.787,0.5747070933574204,peak_lag_stable,pc1_mode_limited,source_or_target_PC1_mode_unstable; do not use as strong EOF-PC1 lead-lag evidence
S1,V_PC1,P_PC1,V,P,V,P,V→P,1,0.7958867804773612,0.7958867804773612,-1,0.534901486180279,0.534901486180279,0.706334621419118,0.706334621419118,0.000999000999000999,0.001998001998001998,0.003909134343916952,0.000999000999000999,0.00333000333000333,0.17377040177163622,0.3048464046058464,0.6221163787057249,4.580105543654617,supported,strong_above_null,True,X_leads_Y_with_same_day_component,PC1_yes_with_same_day_coupling,PC1_lead_lag_yes,PC1_Tier1b_audit_stable_with_same_day,PC1 main yes; audit-FDR pass; same-day coupling present,,same_day_coupling_present,,ok,none,pc1_mode_unstable,pc1_mode_unstable,0.08955215905824543,0.07747119815536203,0.10414672809136999,1.0,0.0,stable_lag_dominant,0.26098529429708417,0.2293511513429137,0.2963676206109432,1.0,0.0,stable_forward_over_reverse,1.0,0.998,0.014427214860176138,peak_lag_stable,pc1_mode_limited,source_or_target_PC1_mode_unstable; do not use as strong EOF-PC1 lead-lag evidence
S1,V_PC1,H_PC1,V,H,V,H,V→H,1,0.4507328134320611,0.4507328134320611,-1,0.37561458918583385,0.37561458918583385,0.4505749895826762,0.4505749895826762,0.000999000999000999,0.001998001998001998,0.003909134343916952,0.000999000999000999,0.00333000333000333,0.1765793197127073,0.2525084449287438,0.2741534937193538,2.5525798500379246,supported,strong_above_null,True,same_day_dominant,PC1_ambiguous_same_day_dominant,PC1_lead_lag_ambiguous,PC1_Tier4b_ambiguous_same_day,same-day dominant/mixed,same_day_exceeds_positive_lag,same_day_dominant,,ok,none,pc1_mode_unstable,pc1_mode_unstable,0.00015782384938445304,-0.01778935737580765,0.02031701298191017,0.507,0.493,lag_tau0_close_uncertain,0.075118224246227,0.036439289553826776,0.11778101035831702,0.998,0.002,stable_forward_over_reverse,1.0,1.0,-1.000088900581841e-12,peak_lag_stable,pc1_mode_limited,source_or_target_PC1_mode_unstable; do not use as strong EOF-PC1 lead-lag evidence
S1,V_PC1,Je_PC1,V,Je,V,Je,V→Je,2,0.5331865299277909,0.5331865299277909,-1,0.29460758108484303,0.29460758108484303,0.4192485862665938,0.4192485862665938,0.000999000999000999,0.001998001998001998,0.003909134343916952,0.000999000999000999,0.00333000333000333,0.1847441227835264,0.2580180318362861,0.34844240714426455,2.8860811477751382,supported,strong_above_null,True,X_leads_Y_with_same_day_component,PC1_yes_with_same_day_coupling,PC1_lead_lag_yes,PC1_Tier1b_audit_stable_with_same_day,PC1 main yes; audit-FDR pass; same-day coupling present,,same_day_coupling_present,,ok,minor,pc1_mode_unstable,pc1_mode_unstable,0.11393794366119808,0.07744118811616177,0.15070747425450906,1.0,0.0,stable_lag_dominant,0.23857894884294828,0.18632854414241262,0.28923765508978994,1.0,0.0,stable_forward_over_reverse,2.0,0.978,0.1057238877122028,peak_lag_stable,pc1_mode_limited,source_or_target_PC1_mode_unstable; do not use as strong EOF-PC1 lead-lag evidence
S1,V_PC1,Jw_PC1,V,Jw,V,Jw,V→Jw,4,-0.22874621758988234,0.22874621758988234,-4,0.31004399820022965,0.31004399820022965,0.029783927854638525,0.029783927854638525,0.008991008991008992,0.01198801198801199,0.022169611210707103,0.030969030969030968,0.041292041292041295,0.17650299163288968,0.20984555594203277,0.052243225956992656,1.2959905975172017,supported,strong_above_null,False,bidirectional_close,PC1_ambiguous_bidirectional_close,PC1_lead_lag_ambiguous,PC1_Tier4a_ambiguous_bidirectional_close,bidirectional/feedback-like,positive_and_negative_supported_but_direction_difference_uncertain,bidirectional_or_feedback_like,,ok,minor,pc1_mode_unstable,pc1_mode_unstable,0.19896228973524385,0.02765233664865607,0.28323196519525873,0.978,0.022,stable_lag_dominant,-0.08129778061034754,-0.23701654651185625,0.0791207274500071,0.219,0.781,mixed_forward_reverse_unstable,4.0,0.756,0.6770839945738326,peak_lag_stable,pc1_mode_limited,source_or_target_PC1_mode_unstable; do not use as strong EOF-PC1 lead-lag evidence
S1,H_PC1,P_PC1,H,P,H,P,H→P,1,0.2989269985402612,0.2989269985402612,-1,0.1885840843582734,0.1885840843582734,0.26542240750743484,0.26542240750743484,0.002997002997002997,0.004610773841543072,0.009301043783802405,0.007992007992007992,0.014530923621832713,0.18132803748324974,0.23545674978637818,0.11759896105701148,1.6485426230230653,supported,strong_above_null,True,X_leads_Y_with_same_day_component,PC1_yes_with_same_day_coupling,PC1_lead_lag_yes,PC1_Tier1b_audit_stable_with_same_day,PC1 main yes; audit-FDR pass; same-day coupling present,,same_day_coupling_present,,ok,none,pc1_mode_unstable,pc1_mode_unstable,0.03350459103282666,0.012729276329562129,0.05335039294752608,0.998,0.002,stable_lag_dominant,0.11034291418198772,0.06910112901013457,0.14833087701328096,1.0,0.0,stable_forward_over_reverse,1.0,0.966,0.14838275729389522,peak_lag_stable,pc1_mode_limited,source_or_target_PC1_mode_unstable; do not use as strong EOF-PC1 lead-lag evidence
S1,H_PC1,V_PC1,H,V,H,V,H→V,1,0.37798848505944466,0.37798848505944466,-1,0.4503927893367516,0.4503927893367516,0.4505749895826762,0.4505749895826762,0.000999000999000999,0.001998001998001998,0.003909134343916952,0.001998001998001998,0.005708577137148565,0.17729113185370268,0.2570089684420041,0.20069735320574197,2.1320213882516903,supported,strong_above_null,True,reverse_dominant,PC1_no_reverse_dominant,PC1_lead_lag_no,PC1_Tier5b_no_reverse_dominant,reverse lag is stronger,reverse_lag_dominant,reverse_direction,V_PC1 -> H_PC1,ok,none,pc1_mode_unstable,pc1_mode_unstable,-0.07258650452323201,-0.09572803351388295,-0.05160925557856292,0.0,1.0,stable_tau0_dominant,-0.07240430427730715,-0.11584561281022471,-0.03429385050501751,0.002,0.998,reverse_competitive,1.0,0.997,0.020422924462179935,peak_lag_stable,pc1_mode_limited,source_or_target_PC1_mode_unstable; do not use as strong EOF-PC1 lead-lag evidence
