window_id,mode,object_A,object_B,full_sample_order_direction,full_sample_order_probability,full_sample_order_level,pc_high_order_direction,pc_high_order_probability,pc_high_order_level,pc_mid_order_direction,pc_mid_order_probability,pc_mid_order_level,pc_low_order_direction,pc_low_order_probability,pc_low_order_level,opposite_order_between_pc_high_low,group_internal_stabilization,mode_stability_status,eof_explains_peak_order_instability,recommended_interpretation
W045,2,H,Je,A_earlier,0.737,unresolved,A_earlier,0.564,unresolved,A_earlier,0.638,unresolved,B_earlier,0.7,unresolved,True,False,unstable_mode,not_supported_unstable_eof,EOF mode itself is unstable; do not use this PC phase to explain V9 instability
W045,2,H,Jw,A_earlier,0.722,unresolved,A_earlier,0.496,unresolved,A_earlier,0.842,unresolved,B_earlier,0.904,usable_90,True,True,unstable_mode,not_supported_unstable_eof,EOF mode itself is unstable; do not use this PC phase to explain V9 instability
W045,2,Je,Jw,B_earlier,0.715,unresolved,B_earlier,0.584,unresolved,A_earlier,0.672,unresolved,B_earlier,0.918,usable_90,False,True,unstable_mode,not_supported_unstable_eof,EOF mode itself is unstable; do not use this PC phase to explain V9 instability
W045,2,P,H,B_earlier,0.718,unresolved,B_earlier,0.54,unresolved,B_earlier,0.734,unresolved,A_earlier,0.526,unresolved,True,False,unstable_mode,not_supported_unstable_eof,EOF mode itself is unstable; do not use this PC phase to explain V9 instability
W045,2,P,Je,A_earlier,0.727,unresolved,A_earlier,0.556,unresolved,A_earlier,0.538,unresolved,B_earlier,0.536,unresolved,True,False,unstable_mode,not_supported_unstable_eof,EOF mode itself is unstable; do not use this PC phase to explain V9 instability
W045,2,P,Jw,B_earlier,0.582,unresolved,B_earlier,0.556,unresolved,A_earlier,0.822,unresolved,B_earlier,0.906,usable_90,False,True,unstable_mode,not_supported_unstable_eof,EOF mode itself is unstable; do not use this PC phase to explain V9 instability
W045,2,P,V,A_earlier,0.578,unresolved,B_earlier,0.776,unresolved,A_earlier,0.874,unresolved,B_earlier,0.568,unresolved,False,False,unstable_mode,not_supported_unstable_eof,EOF mode itself is unstable; do not use this PC phase to explain V9 instability
W045,2,V,H,B_earlier,0.741,unresolved,A_earlier,0.574,unresolved,B_earlier,0.826,unresolved,A_earlier,0.634,unresolved,False,False,unstable_mode,not_supported_unstable_eof,EOF mode itself is unstable; do not use this PC phase to explain V9 instability
W045,2,V,Je,A_earlier,0.602,unresolved,A_earlier,0.752,unresolved,B_earlier,0.582,unresolved,B_earlier,0.434,unresolved,True,False,unstable_mode,not_supported_unstable_eof,EOF mode itself is unstable; do not use this PC phase to explain V9 instability
W045,2,V,Jw,B_earlier,0.658,unresolved,A_earlier,0.664,unresolved,A_earlier,0.68,unresolved,B_earlier,0.904,usable_90,True,True,unstable_mode,not_supported_unstable_eof,EOF mode itself is unstable; do not use this PC phase to explain V9 instability
W045,3,H,Je,A_earlier,0.737,unresolved,A_earlier,0.618,unresolved,A_earlier,0.57,unresolved,A_earlier,0.724,unresolved,False,False,unstable_mode,not_supported_unstable_eof,EOF mode itself is unstable; do not use this PC phase to explain V9 instability
W045,3,H,Jw,A_earlier,0.722,unresolved,B_earlier,0.506,unresolved,B_earlier,0.506,unresolved,B_earlier,0.528,unresolved,False,False,unstable_mode,not_supported_unstable_eof,EOF mode itself is unstable; do not use this PC phase to explain V9 instability
W045,3,Je,Jw,B_earlier,0.715,unresolved,B_earlier,0.658,unresolved,B_earlier,0.726,unresolved,B_earlier,0.64,unresolved,False,False,unstable_mode,not_supported_unstable_eof,EOF mode itself is unstable; do not use this PC phase to explain V9 instability
W045,3,P,H,B_earlier,0.718,unresolved,A_earlier,0.506,unresolved,B_earlier,0.534,unresolved,B_earlier,0.438,unresolved,True,False,unstable_mode,not_supported_unstable_eof,EOF mode itself is unstable; do not use this PC phase to explain V9 instability
W045,3,P,Je,A_earlier,0.727,unresolved,A_earlier,0.752,unresolved,A_earlier,0.466,unresolved,A_earlier,0.802,unresolved,False,False,unstable_mode,not_supported_unstable_eof,EOF mode itself is unstable; do not use this PC phase to explain V9 instability
W045,3,P,Jw,B_earlier,0.582,unresolved,A_earlier,0.48,unresolved,B_earlier,0.736,unresolved,B_earlier,0.584,unresolved,True,False,unstable_mode,not_supported_unstable_eof,EOF mode itself is unstable; do not use this PC phase to explain V9 instability
W045,3,P,V,A_earlier,0.578,unresolved,B_earlier,0.724,unresolved,A_earlier,0.43,unresolved,A_earlier,0.638,unresolved,True,False,unstable_mode,not_supported_unstable_eof,EOF mode itself is unstable; do not use this PC phase to explain V9 instability
W045,3,V,H,B_earlier,0.741,unresolved,A_earlier,0.698,unresolved,B_earlier,0.59,unresolved,B_earlier,0.582,unresolved,True,False,unstable_mode,not_supported_unstable_eof,EOF mode itself is unstable; do not use this PC phase to explain V9 instability
W045,3,V,Je,A_earlier,0.602,unresolved,A_earlier,0.8,unresolved,A_earlier,0.478,unresolved,A_earlier,0.594,unresolved,False,False,unstable_mode,not_supported_unstable_eof,EOF mode itself is unstable; do not use this PC phase to explain V9 instability
W045,3,V,Jw,B_earlier,0.658,unresolved,A_earlier,0.778,unresolved,B_earlier,0.76,unresolved,B_earlier,0.588,unresolved,True,False,unstable_mode,not_supported_unstable_eof,EOF mode itself is unstable; do not use this PC phase to explain V9 instability
