year,day,V_positive_edge_flag
1979,1,all_nan_profile
1979,2,all_nan_profile
1979,3,ok
1979,4,ok
1979,5,ok
1979,6,ok
1979,7,ok
1979,8,ok
1979,9,ok
1979,10,ok
1979,11,ok
1979,12,ok
1979,13,ok
1979,14,ok
1979,15,ok
1979,16,ok
1979,17,ok
1979,18,ok
1979,19,ok
1979,20,ok
1979,21,ok
1979,22,ok
1979,23,ok
1979,24,ok
1979,25,ok
1979,26,ok
1979,27,ok
1979,28,ok
1979,29,ok
1979,30,ok
1979,31,ok
1979,32,ok
1979,33,ok
1979,34,ok
1979,35,ok
1979,36,ok
1979,37,ok
1979,38,ok
1979,39,ok
1979,40,ok
1979,41,ok
1979,42,ok
1979,43,ok
1979,44,ok
1979,45,ok
1979,46,ok
1979,47,ok
1979,48,ok
1979,49,ok
1979,50,ok
1979,51,ok
1979,52,ok
1979,53,ok
1979,54,ok
1979,55,ok
1979,56,ok
1979,57,ok
1979,58,ok
1979,59,ok
1979,60,ok
1979,61,ok
1979,62,ok
1979,63,ok
1979,64,ok
1979,65,ok
1979,66,ok
1979,67,ok
1979,68,ok
1979,69,ok
1979,70,ok
1979,71,ok
1979,72,ok
1979,73,ok
1979,74,ok
1979,75,ok
1979,76,ok
1979,77,ok
1979,78,ok
1979,79,ok
1979,80,ok
1979,81,ok
1979,82,ok
1979,83,ok
1979,84,ok
1979,85,ok
1979,86,ok
1979,87,ok
1979,88,ok
1979,89,ok
1979,90,ok
1979,91,ok
1979,92,ok
1979,93,ok
1979,94,ok
1979,95,ok
1979,96,ok
1979,97,ok
1979,98,ok
1979,99,ok
1979,100,ok
1979,101,ok
1979,102,ok
1979,103,ok
1979,104,ok
1979,105,ok
1979,106,ok
1979,107,ok
1979,108,ok
1979,109,ok
1979,110,ok
1979,111,ok
1979,112,ok
1979,113,ok
1979,114,ok
1979,115,ok
1979,116,ok
1979,117,ok
1979,118,ok
1979,119,ok
1979,120,ok
1979,121,ok
1979,122,ok
1979,123,ok
1979,124,ok
1979,125,ok
1979,126,ok
1979,127,ok
1979,128,ok
1979,129,ok
1979,130,ok
1979,131,ok
1979,132,ok
1979,133,ok
1979,134,ok
1979,135,ok
1979,136,ok
1979,137,ok
1979,138,ok
1979,139,ok
1979,140,ok
1979,141,ok
1979,142,ok
1979,143,ok
1979,144,ok
1979,145,ok
1979,146,ok
1979,147,ok
1979,148,ok
1979,149,ok
1979,150,ok
1979,151,ok
1979,152,ok
1979,153,ok
1979,154,ok
1979,155,ok
1979,156,ok
1979,157,ok
1979,158,ok
1979,159,ok
1979,160,ok
1979,161,ok
1979,162,ok
1979,163,ok
1979,164,ok
1979,165,ok
1979,166,ok
1979,167,ok
1979,168,ok
1979,169,ok
1979,170,ok
1979,171,ok
1979,172,ok
1979,173,ok
1979,174,ok
1979,175,ok
1979,176,ok
1979,177,ok
1979,178,ok
1979,179,ok
1979,180,ok
1979,181,ok
1979,182,all_nan_profile
1979,183,all_nan_profile
1980,1,all_nan_profile
1980,2,all_nan_profile
1980,3,ok
1980,4,ok
1980,5,ok
1980,6,ok
1980,7,ok
1980,8,ok
1980,9,ok
1980,10,ok
1980,11,ok
1980,12,ok
1980,13,ok
1980,14,ok
1980,15,ok
1980,16,ok
1980,17,ok
1980,18,ok
1980,19,ok
1980,20,ok
1980,21,ok
1980,22,ok
1980,23,ok
1980,24,ok
1980,25,ok
1980,26,ok
1980,27,ok
1980,28,ok
1980,29,ok
1980,30,ok
1980,31,ok
1980,32,ok
1980,33,ok
1980,34,ok
1980,35,ok
1980,36,ok
1980,37,ok
1980,38,ok
1980,39,ok
1980,40,ok
1980,41,ok
1980,42,ok
1980,43,ok
1980,44,ok
1980,45,ok
1980,46,ok
1980,47,ok
1980,48,ok
1980,49,ok
1980,50,ok
1980,51,ok
1980,52,ok
1980,53,ok
1980,54,ok
1980,55,ok
1980,56,ok
1980,57,ok
1980,58,ok
1980,59,ok
1980,60,ok
1980,61,ok
1980,62,ok
1980,63,ok
1980,64,ok
1980,65,ok
1980,66,ok
1980,67,ok
1980,68,ok
1980,69,ok
1980,70,ok
1980,71,ok
1980,72,ok
1980,73,ok
1980,74,ok
1980,75,ok
1980,76,ok
1980,77,ok
1980,78,ok
1980,79,ok
1980,80,ok
1980,81,ok
1980,82,ok
1980,83,ok
1980,84,ok
1980,85,ok
1980,86,ok
1980,87,ok
1980,88,ok
1980,89,ok
1980,90,ok
1980,91,ok
1980,92,ok
1980,93,ok
1980,94,ok
1980,95,ok
1980,96,ok
1980,97,ok
1980,98,ok
1980,99,ok
1980,100,ok
1980,101,ok
1980,102,ok
1980,103,ok
1980,104,ok
1980,105,ok
1980,106,ok
1980,107,ok
1980,108,ok
1980,109,ok
1980,110,ok
1980,111,ok
1980,112,ok
1980,113,ok
1980,114,ok
1980,115,ok
1980,116,ok
1980,117,ok
1980,118,ok
1980,119,ok
1980,120,ok
1980,121,ok
1980,122,ok
1980,123,ok
1980,124,ok
1980,125,ok
1980,126,ok
1980,127,ok
1980,128,ok
1980,129,ok
1980,130,ok
1980,131,ok
1980,132,ok
1980,133,ok
1980,134,ok
1980,135,ok
1980,136,ok
1980,137,ok
1980,138,ok
1980,139,ok
1980,140,ok
1980,141,ok
1980,142,ok
1980,143,ok
1980,144,ok
1980,145,ok
1980,146,ok
1980,147,ok
1980,148,ok
1980,149,ok
1980,150,ok
1980,151,ok
1980,152,ok
1980,153,ok
1980,154,ok
1980,155,ok
1980,156,ok
1980,157,ok
1980,158,ok
1980,159,ok
1980,160,ok
1980,161,ok
1980,162,ok
1980,163,ok
1980,164,ok
1980,165,ok
1980,166,ok
1980,167,ok
1980,168,ok
1980,169,ok
1980,170,ok
1980,171,ok
1980,172,ok
1980,173,ok
1980,174,ok
1980,175,ok
1980,176,no_positive_profile
1980,177,ok
1980,178,ok
1980,179,ok
1980,180,positive_band_below_min_run
1980,181,ok
1980,182,all_nan_profile
1980,183,all_nan_profile
1981,1,all_nan_profile
1981,2,all_nan_profile
1981,3,ok
1981,4,ok
1981,5,ok
1981,6,ok
1981,7,ok
1981,8,ok
1981,9,ok
1981,10,ok
1981,11,ok
1981,12,ok
1981,13,ok
1981,14,ok
1981,15,ok
1981,16,ok
1981,17,ok
1981,18,ok
1981,19,ok
1981,20,ok
1981,21,ok
1981,22,ok
1981,23,ok
1981,24,ok
1981,25,ok
1981,26,ok
1981,27,ok
1981,28,ok
1981,29,ok
1981,30,ok
1981,31,ok
1981,32,ok
1981,33,ok
1981,34,ok
1981,35,ok
1981,36,ok
1981,37,ok
1981,38,ok
1981,39,ok
1981,40,ok
1981,41,ok
1981,42,ok
1981,43,ok
1981,44,ok
1981,45,ok
1981,46,ok
1981,47,ok
1981,48,ok
1981,49,ok
1981,50,ok
1981,51,ok
1981,52,ok
1981,53,ok
1981,54,ok
1981,55,ok
1981,56,ok
1981,57,ok
1981,58,ok
1981,59,ok
1981,60,ok
1981,61,ok
1981,62,ok
1981,63,ok
1981,64,ok
1981,65,ok
1981,66,ok
1981,67,ok
1981,68,ok
1981,69,ok
1981,70,ok
1981,71,ok
1981,72,ok
1981,73,ok
1981,74,ok
1981,75,ok
1981,76,ok
1981,77,ok
1981,78,ok
1981,79,ok
1981,80,ok
1981,81,ok
1981,82,ok
1981,83,ok
1981,84,ok
1981,85,ok
1981,86,ok
1981,87,ok
1981,88,ok
1981,89,ok
1981,90,ok
1981,91,ok
1981,92,ok
1981,93,ok
1981,94,ok
1981,95,ok
1981,96,ok
1981,97,ok
1981,98,ok
1981,99,ok
1981,100,ok
1981,101,ok
1981,102,ok
1981,103,ok
1981,104,ok
1981,105,ok
1981,106,ok
1981,107,ok
1981,108,ok
1981,109,ok
1981,110,ok
1981,111,ok
1981,112,ok
1981,113,ok
1981,114,ok
1981,115,ok
1981,116,ok
1981,117,ok
1981,118,ok
1981,119,ok
1981,120,ok
1981,121,ok
1981,122,ok
1981,123,ok
1981,124,ok
1981,125,ok
1981,126,ok
1981,127,ok
1981,128,ok
1981,129,ok
1981,130,ok
1981,131,ok
1981,132,ok
1981,133,ok
1981,134,ok
1981,135,ok
1981,136,ok
1981,137,ok
1981,138,ok
1981,139,ok
1981,140,ok
1981,141,ok
1981,142,ok
1981,143,ok
1981,144,ok
1981,145,ok
1981,146,ok
1981,147,ok
1981,148,ok
1981,149,ok
1981,150,ok
1981,151,ok
1981,152,ok
1981,153,ok
1981,154,ok
1981,155,ok
1981,156,ok
1981,157,ok
1981,158,ok
1981,159,ok
1981,160,ok
1981,161,ok
1981,162,ok
1981,163,ok
1981,164,ok
1981,165,ok
1981,166,ok
1981,167,no_positive_profile
1981,168,ok
1981,169,ok
1981,170,ok
1981,171,ok
1981,172,ok
1981,173,ok
1981,174,ok
1981,175,ok
1981,176,ok
1981,177,ok
1981,178,ok
1981,179,ok
1981,180,ok
1981,181,ok
1981,182,all_nan_profile
1981,183,all_nan_profile
1982,1,all_nan_profile
1982,2,all_nan_profile
1982,3,ok
1982,4,ok
1982,5,ok
1982,6,ok
1982,7,positive_band_below_min_run
1982,8,no_positive_profile
1982,9,no_positive_profile
1982,10,no_positive_profile
1982,11,ok
1982,12,ok
1982,13,ok
1982,14,ok
1982,15,ok
1982,16,ok
1982,17,ok
1982,18,ok
1982,19,ok
1982,20,ok
1982,21,ok
1982,22,ok
1982,23,ok
1982,24,ok
1982,25,ok
1982,26,ok
1982,27,ok
1982,28,ok
1982,29,ok
1982,30,ok
1982,31,ok
1982,32,ok
1982,33,ok
1982,34,ok
1982,35,ok
1982,36,ok
1982,37,ok
1982,38,ok
1982,39,ok
1982,40,ok
1982,41,ok
1982,42,ok
1982,43,ok
1982,44,ok
1982,45,ok
1982,46,ok
1982,47,ok
1982,48,ok
1982,49,ok
1982,50,ok
1982,51,ok
1982,52,ok
1982,53,ok
1982,54,ok
1982,55,ok
1982,56,ok
1982,57,ok
1982,58,ok
1982,59,ok
1982,60,ok
1982,61,ok
1982,62,ok
1982,63,ok
1982,64,ok
1982,65,ok
1982,66,ok
1982,67,ok
1982,68,ok
1982,69,ok
1982,70,ok
1982,71,ok
1982,72,ok
1982,73,ok
1982,74,ok
1982,75,ok
1982,76,ok
