object,window_id,candidate_id,replicate_id,matched_peak_day,match_type
V,W001,CP001,0,24,near
V,W001,CP001,4,22,near
V,W001,CP001,5,19,matched
V,W001,CP001,6,16,strict
V,W001,CP001,7,17,strict
V,W001,CP001,8,18,strict
V,W001,CP001,9,18,strict
V,W001,CP001,10,19,matched
V,W001,CP001,11,16,strict
V,W001,CP001,12,17,strict
V,W001,CP001,14,17,strict
V,W001,CP001,15,17,strict
V,W001,CP001,17,17,strict
V,W001,CP001,18,22,near
V,W001,CP001,19,16,strict
V,W001,CP001,20,18,strict
V,W001,CP001,22,16,strict
V,W001,CP001,23,15,strict
V,W001,CP001,24,16,strict
V,W001,CP001,25,15,strict
V,W001,CP001,27,15,strict
V,W001,CP001,28,16,strict
V,W001,CP001,29,21,matched
V,W001,CP001,30,15,strict
V,W001,CP001,31,19,matched
V,W001,CP001,32,17,strict
V,W001,CP001,33,18,strict
V,W001,CP001,34,16,strict
V,W001,CP001,35,16,strict
V,W001,CP001,39,19,matched
V,W001,CP001,40,17,strict
V,W001,CP001,41,16,strict
V,W001,CP001,42,17,strict
V,W001,CP001,45,15,strict
V,W001,CP001,46,20,matched
V,W001,CP001,47,18,strict
V,W001,CP001,48,15,strict
V,W001,CP001,50,16,strict
V,W001,CP001,51,18,strict
V,W001,CP001,53,24,near
V,W001,CP001,54,17,strict
V,W001,CP001,55,18,strict
V,W001,CP001,56,16,strict
V,W001,CP001,58,16,strict
V,W001,CP001,59,17,strict
V,W001,CP001,60,22,near
V,W001,CP001,64,17,strict
V,W001,CP001,65,18,strict
V,W001,CP001,66,16,strict
V,W001,CP001,67,18,strict
V,W001,CP001,69,15,strict
V,W001,CP001,70,17,strict
V,W001,CP001,74,19,matched
V,W001,CP001,75,15,strict
V,W001,CP001,77,16,strict
V,W001,CP001,78,16,strict
V,W001,CP001,79,21,matched
V,W001,CP001,80,16,strict
V,W001,CP001,81,18,strict
V,W001,CP001,83,15,strict
V,W001,CP001,84,17,strict
V,W001,CP001,85,16,strict
V,W001,CP001,86,19,matched
V,W001,CP001,87,20,matched
V,W001,CP001,89,16,strict
V,W001,CP001,91,16,strict
V,W001,CP001,93,18,strict
V,W001,CP001,94,18,strict
V,W001,CP001,96,17,strict
V,W001,CP001,97,16,strict
V,W001,CP001,98,15,strict
V,W001,CP001,99,15,strict
V,W001,CP001,100,15,strict
V,W001,CP001,101,24,near
V,W001,CP001,102,19,matched
V,W001,CP001,103,19,matched
V,W001,CP001,104,17,strict
V,W001,CP001,106,18,strict
V,W001,CP001,109,24,near
V,W001,CP001,111,18,strict
V,W001,CP001,112,17,strict
V,W001,CP001,113,18,strict
V,W001,CP001,116,17,strict
V,W001,CP001,118,15,strict
V,W001,CP001,119,17,strict
V,W001,CP001,120,15,strict
V,W001,CP001,121,16,strict
V,W001,CP001,122,18,strict
V,W001,CP001,123,18,strict
V,W001,CP001,124,17,strict
V,W001,CP001,129,17,strict
V,W001,CP001,131,16,strict
V,W001,CP001,135,17,strict
V,W001,CP001,138,17,strict
V,W001,CP001,139,20,matched
V,W001,CP001,140,17,strict
V,W001,CP001,141,16,strict
V,W001,CP001,143,22,near
V,W001,CP001,144,24,near
V,W001,CP001,145,18,strict
V,W001,CP001,146,16,strict
V,W001,CP001,147,23,near
V,W001,CP001,148,17,strict
V,W001,CP001,149,19,matched
V,W001,CP001,152,18,strict
V,W001,CP001,153,17,strict
V,W001,CP001,154,17,strict
V,W001,CP001,155,19,matched
V,W001,CP001,157,21,matched
V,W001,CP001,158,18,strict
V,W001,CP001,160,22,near
V,W001,CP001,161,16,strict
V,W001,CP001,163,19,matched
V,W001,CP001,164,18,strict
V,W001,CP001,166,16,strict
V,W001,CP001,167,15,strict
V,W001,CP001,169,17,strict
V,W001,CP001,170,18,strict
V,W001,CP001,171,18,strict
V,W001,CP001,173,16,strict
V,W001,CP001,174,19,matched
V,W001,CP001,175,19,matched
V,W001,CP001,176,17,strict
V,W001,CP001,177,16,strict
V,W001,CP001,178,18,strict
V,W001,CP001,181,18,strict
V,W001,CP001,182,22,near
V,W001,CP001,183,17,strict
V,W001,CP001,184,15,strict
V,W001,CP001,187,17,strict
V,W001,CP001,189,16,strict
V,W001,CP001,190,19,matched
V,W001,CP001,191,17,strict
V,W001,CP001,192,17,strict
V,W001,CP001,194,22,near
V,W001,CP001,195,18,strict
V,W001,CP001,197,17,strict
V,W001,CP001,198,17,strict
V,W001,CP001,199,15,strict
V,W001,CP001,201,21,matched
V,W001,CP001,203,15,strict
V,W001,CP001,205,24,near
V,W001,CP001,206,15,strict
V,W001,CP001,207,22,near
V,W001,CP001,209,20,matched
V,W001,CP001,210,18,strict
V,W001,CP001,212,16,strict
V,W001,CP001,215,24,near
V,W001,CP001,217,21,matched
V,W001,CP001,220,19,matched
V,W001,CP001,221,17,strict
V,W001,CP001,222,16,strict
V,W001,CP001,223,19,matched
V,W001,CP001,226,15,strict
V,W001,CP001,227,19,matched
V,W001,CP001,228,16,strict
V,W001,CP001,229,16,strict
V,W001,CP001,230,18,strict
V,W001,CP001,232,23,near
V,W001,CP001,233,17,strict
V,W001,CP001,234,16,strict
V,W001,CP001,235,17,strict
V,W001,CP001,241,16,strict
V,W001,CP001,242,18,strict
