object,window_id,candidate_id,replicate_id,matched_peak_day,match_type
H,W001,CP001,1,17,strict
H,W001,CP001,2,16,matched
H,W001,CP001,3,21,strict
H,W001,CP001,4,20,strict
H,W001,CP001,6,17,strict
H,W001,CP001,7,19,strict
H,W001,CP001,8,21,strict
H,W001,CP001,9,19,strict
H,W001,CP001,10,16,matched
H,W001,CP001,11,16,matched
H,W001,CP001,12,18,strict
H,W001,CP001,13,15,matched
H,W001,CP001,14,15,matched
H,W001,CP001,17,19,strict
H,W001,CP001,18,19,strict
H,W001,CP001,19,18,strict
H,W001,CP001,21,19,strict
H,W001,CP001,22,16,matched
H,W001,CP001,23,19,strict
H,W001,CP001,24,20,strict
H,W001,CP001,27,20,strict
H,W001,CP001,28,20,strict
H,W001,CP001,30,20,strict
H,W001,CP001,31,19,strict
H,W001,CP001,32,20,strict
H,W001,CP001,33,20,strict
H,W001,CP001,34,18,strict
H,W001,CP001,35,20,strict
H,W001,CP001,37,17,strict
H,W001,CP001,38,26,near
H,W001,CP001,39,20,strict
H,W001,CP001,40,20,strict
H,W001,CP001,41,20,strict
H,W001,CP001,42,15,matched
H,W001,CP001,43,16,matched
H,W001,CP001,44,20,strict
H,W001,CP001,45,24,matched
H,W001,CP001,46,19,strict
H,W001,CP001,47,18,strict
H,W001,CP001,48,19,strict
H,W001,CP001,49,20,strict
H,W001,CP001,50,20,strict
H,W001,CP001,51,18,strict
H,W001,CP001,52,24,matched
H,W001,CP001,53,20,strict
H,W001,CP001,55,15,matched
H,W001,CP001,56,19,strict
H,W001,CP001,57,15,matched
H,W001,CP001,58,27,near
H,W001,CP001,59,19,strict
H,W001,CP001,61,19,strict
H,W001,CP001,64,19,strict
H,W001,CP001,65,20,strict
H,W001,CP001,66,18,strict
H,W001,CP001,68,20,strict
H,W001,CP001,69,16,matched
H,W001,CP001,70,21,strict
H,W001,CP001,71,19,strict
H,W001,CP001,72,23,matched
H,W001,CP001,73,19,strict
H,W001,CP001,74,22,matched
H,W001,CP001,76,27,near
H,W001,CP001,77,17,strict
H,W001,CP001,78,19,strict
H,W001,CP001,79,20,strict
H,W001,CP001,80,19,strict
H,W001,CP001,81,16,matched
H,W001,CP001,82,20,strict
H,W001,CP001,83,17,strict
H,W001,CP001,84,19,strict
H,W001,CP001,85,19,strict
H,W001,CP001,86,17,strict
H,W001,CP001,91,21,strict
H,W001,CP001,92,24,matched
H,W001,CP001,93,20,strict
H,W001,CP001,94,19,strict
H,W001,CP001,95,18,strict
H,W001,CP001,96,18,strict
H,W001,CP001,97,20,strict
H,W001,CP001,98,23,matched
H,W001,CP001,99,19,strict
H,W001,CP001,100,18,strict
H,W001,CP001,101,19,strict
H,W001,CP001,102,21,strict
H,W001,CP001,103,20,strict
H,W001,CP001,104,24,matched
H,W001,CP001,105,18,strict
H,W001,CP001,106,19,strict
H,W001,CP001,107,16,matched
H,W001,CP001,108,20,strict
H,W001,CP001,111,23,matched
H,W001,CP001,112,16,matched
H,W001,CP001,113,20,strict
H,W001,CP001,114,15,matched
H,W001,CP001,115,16,matched
H,W001,CP001,116,17,strict
H,W001,CP001,118,20,strict
H,W001,CP001,119,26,near
H,W001,CP001,120,18,strict
H,W001,CP001,122,19,strict
H,W001,CP001,123,20,strict
H,W001,CP001,124,20,strict
H,W001,CP001,125,18,strict
H,W001,CP001,127,19,strict
H,W001,CP001,128,23,matched
H,W001,CP001,129,20,strict
H,W001,CP001,130,21,strict
H,W001,CP001,131,15,matched
H,W001,CP001,132,24,matched
H,W001,CP001,133,18,strict
H,W001,CP001,134,26,near
H,W001,CP001,135,15,matched
H,W001,CP001,136,24,matched
H,W001,CP001,137,18,strict
H,W001,CP001,138,18,strict
H,W001,CP001,139,20,strict
H,W001,CP001,140,21,strict
H,W001,CP001,141,21,strict
H,W001,CP001,142,17,strict
H,W001,CP001,144,19,strict
H,W001,CP001,146,22,matched
H,W001,CP001,149,19,strict
H,W001,CP001,150,19,strict
H,W001,CP001,151,19,strict
H,W001,CP001,152,19,strict
H,W001,CP001,153,19,strict
H,W001,CP001,154,17,strict
H,W001,CP001,155,21,strict
H,W001,CP001,156,17,strict
H,W001,CP001,158,15,matched
H,W001,CP001,159,21,strict
H,W001,CP001,160,20,strict
H,W001,CP001,161,18,strict
H,W001,CP001,162,21,strict
H,W001,CP001,163,20,strict
H,W001,CP001,164,20,strict
H,W001,CP001,165,19,strict
H,W001,CP001,166,20,strict
H,W001,CP001,167,18,strict
H,W001,CP001,168,16,matched
H,W001,CP001,169,20,strict
H,W001,CP001,170,18,strict
H,W001,CP001,171,20,strict
H,W001,CP001,174,15,matched
H,W001,CP001,175,25,near
H,W001,CP001,176,18,strict
H,W001,CP001,177,26,near
H,W001,CP001,178,21,strict
H,W001,CP001,179,19,strict
H,W001,CP001,180,17,strict
H,W001,CP001,181,19,strict
H,W001,CP001,182,18,strict
H,W001,CP001,184,19,strict
H,W001,CP001,185,22,matched
H,W001,CP001,186,20,strict
H,W001,CP001,187,20,strict
H,W001,CP001,189,16,matched
H,W001,CP001,190,20,strict
H,W001,CP001,191,19,strict
H,W001,CP001,192,19,strict
H,W001,CP001,194,20,strict
H,W001,CP001,196,19,strict
H,W001,CP001,197,17,strict
H,W001,CP001,198,23,matched
H,W001,CP001,199,27,near
H,W001,CP001,200,15,matched
H,W001,CP001,201,20,strict
H,W001,CP001,202,24,matched
H,W001,CP001,203,17,strict
H,W001,CP001,204,23,matched
H,W001,CP001,206,26,near
H,W001,CP001,207,20,strict
H,W001,CP001,208,25,near
H,W001,CP001,209,19,strict
H,W001,CP001,210,18,strict
H,W001,CP001,211,17,strict
H,W001,CP001,212,23,matched
H,W001,CP001,213,27,near
H,W001,CP001,214,20,strict
H,W001,CP001,215,19,strict
H,W001,CP001,217,27,near
H,W001,CP001,218,26,near
H,W001,CP001,220,22,matched
H,W001,CP001,222,19,strict
H,W001,CP001,223,15,matched
H,W001,CP001,224,22,matched
H,W001,CP001,225,20,strict
H,W001,CP001,226,18,strict
H,W001,CP001,227,19,strict
H,W001,CP001,228,20,strict
H,W001,CP001,229,22,matched
H,W001,CP001,230,20,strict
H,W001,CP001,231,20,strict
H,W001,CP001,232,19,strict
H,W001,CP001,233,20,strict
H,W001,CP001,234,20,strict
H,W001,CP001,235,19,strict
H,W001,CP001,236,16,matched
H,W001,CP001,237,23,matched
H,W001,CP001,238,19,strict
H,W001,CP001,239,20,strict
H,W001,CP001,240,20,strict
H,W001,CP001,241,19,strict
H,W001,CP001,242,18,strict
H,W001,CP001,243,18,strict
H,W001,CP001,244,16,matched
H,W001,CP001,245,19,strict
H,W001,CP001,246,19,strict
H,W001,CP001,247,20,strict
H,W001,CP001,248,21,strict
H,W001,CP001,249,17,strict
H,W001,CP001,250,19,strict
H,W001,CP001,253,16,matched
H,W001,CP001,254,19,strict
H,W001,CP001,255,20,strict
H,W001,CP001,256,20,strict
H,W001,CP001,257,15,matched
H,W001,CP001,258,22,matched
H,W001,CP001,259,27,near
H,W001,CP001,260,19,strict
H,W001,CP001,261,24,matched
H,W001,CP001,263,19,strict
H,W001,CP001,264,18,strict
H,W001,CP001,265,19,strict
H,W001,CP001,266,20,strict
H,W001,CP001,268,20,strict
H,W001,CP001,269,19,strict
H,W001,CP001,270,21,strict
H,W001,CP001,272,20,strict
H,W001,CP001,273,16,matched
H,W001,CP001,274,19,strict
H,W001,CP001,275,19,strict
H,W001,CP001,276,16,matched
H,W001,CP001,277,19,strict
H,W001,CP001,278,27,near
H,W001,CP001,279,16,matched
H,W001,CP001,281,27,near
H,W001,CP001,282,17,strict
H,W001,CP001,285,15,matched
H,W001,CP001,286,20,strict
H,W001,CP001,287,21,strict
H,W001,CP001,288,19,strict
H,W001,CP001,289,18,strict
H,W001,CP001,290,19,strict
H,W001,CP001,292,19,strict
H,W001,CP001,293,23,matched
H,W001,CP001,294,19,strict
H,W001,CP001,295,17,strict
H,W001,CP001,296,23,matched
H,W001,CP001,297,20,strict
H,W001,CP001,298,20,strict
H,W001,CP001,300,18,strict
H,W001,CP001,301,27,near
H,W001,CP001,303,20,strict
H,W001,CP001,305,20,strict
H,W001,CP001,306,16,matched
H,W001,CP001,307,19,strict
H,W001,CP001,308,22,matched
H,W001,CP001,309,18,strict
H,W001,CP001,310,17,strict
H,W001,CP001,311,17,strict
H,W001,CP001,312,20,strict
H,W001,CP001,313,23,matched
H,W001,CP001,315,19,strict
H,W001,CP001,316,18,strict
H,W001,CP001,317,22,matched
H,W001,CP001,318,17,strict
H,W001,CP001,319,19,strict
H,W001,CP001,320,20,strict
H,W001,CP001,323,20,strict
H,W001,CP001,324,15,matched
H,W001,CP001,325,22,matched
H,W001,CP001,326,20,strict
H,W001,CP001,327,18,strict
H,W001,CP001,328,23,matched
H,W001,CP001,330,22,matched
H,W001,CP001,332,17,strict
H,W001,CP001,333,20,strict
H,W001,CP001,334,21,strict
H,W001,CP001,335,19,strict
H,W001,CP001,336,21,strict
H,W001,CP001,337,19,strict
H,W001,CP001,338,25,near
H,W001,CP001,339,21,strict
H,W001,CP001,341,20,strict
H,W001,CP001,342,18,strict
H,W001,CP001,343,19,strict
H,W001,CP001,345,20,strict
H,W001,CP001,346,20,strict
H,W001,CP001,347,17,strict
H,W001,CP001,348,20,strict
H,W001,CP001,349,20,strict
H,W001,CP001,350,17,strict
H,W001,CP001,351,27,near
H,W001,CP001,352,20,strict
H,W001,CP001,353,19,strict
H,W001,CP001,354,20,strict
H,W001,CP001,356,19,strict
H,W001,CP001,358,19,strict
H,W001,CP001,359,21,strict
H,W001,CP001,360,23,matched
H,W001,CP001,361,19,strict
H,W001,CP001,362,16,matched
H,W001,CP001,363,19,strict
H,W001,CP001,364,19,strict
H,W001,CP001,366,20,strict
H,W001,CP001,367,25,near
H,W001,CP001,368,25,near
H,W001,CP001,369,18,strict
H,W001,CP001,370,18,strict
H,W001,CP001,371,18,strict
H,W001,CP001,372,20,strict
H,W001,CP001,373,18,strict
H,W001,CP001,375,17,strict
H,W001,CP001,378,19,strict
H,W001,CP001,379,19,strict
H,W001,CP001,380,15,matched
H,W001,CP001,381,17,strict
H,W001,CP001,382,20,strict
H,W001,CP001,383,19,strict
H,W001,CP001,384,21,strict
H,W001,CP001,385,19,strict
H,W001,CP001,387,20,strict
H,W001,CP001,389,20,strict
H,W001,CP001,390,20,strict
H,W001,CP001,391,20,strict
H,W001,CP001,392,26,near
H,W001,CP001,393,18,strict
H,W001,CP001,394,22,matched
H,W001,CP001,395,20,strict
H,W001,CP001,396,23,matched
H,W001,CP001,397,19,strict
H,W001,CP001,398,20,strict
H,W001,CP001,399,16,matched
H,W001,CP001,400,20,strict
H,W001,CP001,401,15,matched
H,W001,CP001,403,19,strict
H,W001,CP001,404,26,near
H,W001,CP001,405,21,strict
H,W001,CP001,406,25,near
H,W001,CP001,407,22,matched
H,W001,CP001,408,21,strict
H,W001,CP001,409,20,strict
H,W001,CP001,410,17,strict
H,W001,CP001,411,27,near
H,W001,CP001,412,21,strict
H,W001,CP001,413,17,strict
H,W001,CP001,414,21,strict
H,W001,CP001,415,20,strict
H,W001,CP001,416,19,strict
H,W001,CP001,417,17,strict
H,W001,CP001,418,20,strict
H,W001,CP001,420,20,strict
H,W001,CP001,421,20,strict
H,W001,CP001,423,17,strict
H,W001,CP001,424,17,strict
H,W001,CP001,425,22,matched
H,W001,CP001,428,20,strict
H,W001,CP001,429,17,strict
H,W001,CP001,430,21,strict
H,W001,CP001,431,20,strict
H,W001,CP001,432,20,strict
H,W001,CP001,433,20,strict
H,W001,CP001,434,18,strict
H,W001,CP001,435,22,matched
H,W001,CP001,437,21,strict
H,W001,CP001,438,18,strict
H,W001,CP001,440,20,strict
H,W001,CP001,441,21,strict
H,W001,CP001,442,18,strict
H,W001,CP001,444,22,matched
H,W001,CP001,445,24,matched
H,W001,CP001,446,16,matched
H,W001,CP001,447,19,strict
H,W001,CP001,448,17,strict
H,W001,CP001,449,18,strict
H,W001,CP001,450,20,strict
H,W001,CP001,451,16,matched
H,W001,CP001,452,26,near
H,W001,CP001,453,18,strict
H,W001,CP001,454,20,strict
H,W001,CP001,455,19,strict
H,W001,CP001,456,18,strict
H,W001,CP001,457,18,strict
H,W001,CP001,458,21,strict
H,W001,CP001,459,16,matched
H,W001,CP001,460,17,strict
H,W001,CP001,461,19,strict
H,W001,CP001,462,19,strict
H,W001,CP001,463,19,strict
H,W001,CP001,464,15,matched
H,W001,CP001,465,19,strict
H,W001,CP001,467,20,strict
H,W001,CP001,468,17,strict
H,W001,CP001,469,15,matched
H,W001,CP001,470,20,strict
H,W001,CP001,471,19,strict
H,W001,CP001,472,19,strict
H,W001,CP001,475,23,matched
H,W001,CP001,476,20,strict
H,W001,CP001,477,19,strict
H,W001,CP001,478,17,strict
H,W001,CP001,479,19,strict
H,W001,CP001,480,19,strict
H,W001,CP001,481,20,strict
H,W001,CP001,482,21,strict
H,W001,CP001,484,20,strict
H,W001,CP001,485,18,strict
H,W001,CP001,486,17,strict
H,W001,CP001,488,21,strict
H,W001,CP001,489,18,strict
H,W001,CP001,490,19,strict
H,W001,CP001,491,23,matched
H,W001,CP001,492,23,matched
H,W001,CP001,493,19,strict
H,W001,CP001,495,21,strict
H,W001,CP001,496,16,matched
H,W001,CP001,497,22,matched
H,W001,CP001,498,17,strict
H,W001,CP001,499,20,strict
H,W001,CP001,500,21,strict
H,W001,CP001,501,18,strict
H,W001,CP001,502,22,matched
H,W001,CP001,503,17,strict
H,W001,CP001,504,17,strict
H,W001,CP001,505,18,strict
H,W001,CP001,506,16,matched
H,W001,CP001,507,17,strict
H,W001,CP001,508,20,strict
H,W001,CP001,509,20,strict
H,W001,CP001,510,16,matched
H,W001,CP001,511,19,strict
H,W001,CP001,512,16,matched
H,W001,CP001,513,17,strict
H,W001,CP001,515,20,strict
H,W001,CP001,517,27,near
H,W001,CP001,518,21,strict
H,W001,CP001,519,17,strict
H,W001,CP001,520,20,strict
H,W001,CP001,521,19,strict
H,W001,CP001,522,19,strict
H,W001,CP001,523,19,strict
H,W001,CP001,524,15,matched
H,W001,CP001,525,21,strict
H,W001,CP001,528,15,matched
H,W001,CP001,529,26,near
H,W001,CP001,531,19,strict
H,W001,CP001,532,19,strict
H,W001,CP001,533,20,strict
H,W001,CP001,535,17,strict
H,W001,CP001,536,21,strict
H,W001,CP001,537,21,strict
H,W001,CP001,538,20,strict
H,W001,CP001,539,27,near
H,W001,CP001,540,18,strict
H,W001,CP001,541,20,strict
H,W001,CP001,542,19,strict
H,W001,CP001,543,24,matched
H,W001,CP001,545,27,near
H,W001,CP001,546,27,near
H,W001,CP001,549,23,matched
H,W001,CP001,550,18,strict
H,W001,CP001,551,20,strict
H,W001,CP001,552,19,strict
H,W001,CP001,553,16,matched
H,W001,CP001,554,18,strict
H,W001,CP001,555,21,strict
H,W001,CP001,556,24,matched
H,W001,CP001,557,19,strict
H,W001,CP001,558,23,matched
H,W001,CP001,559,20,strict
H,W001,CP001,562,16,matched
H,W001,CP001,563,18,strict
H,W001,CP001,564,20,strict
H,W001,CP001,565,20,strict
H,W001,CP001,567,18,strict
H,W001,CP001,569,15,matched
H,W001,CP001,570,22,matched
H,W001,CP001,571,20,strict
H,W001,CP001,572,15,matched
H,W001,CP001,575,17,strict
H,W001,CP001,577,20,strict
H,W001,CP001,578,19,strict
H,W001,CP001,579,19,strict
H,W001,CP001,580,19,strict
H,W001,CP001,581,23,matched
H,W001,CP001,582,16,matched
H,W001,CP001,584,20,strict
H,W001,CP001,585,19,strict
H,W001,CP001,586,20,strict
H,W001,CP001,587,26,near
H,W001,CP001,588,21,strict
H,W001,CP001,589,18,strict
H,W001,CP001,590,17,strict
H,W001,CP001,591,18,strict
H,W001,CP001,592,20,strict
H,W001,CP001,593,20,strict
H,W001,CP001,594,19,strict
H,W001,CP001,595,19,strict
H,W001,CP001,596,17,strict
H,W001,CP001,597,21,strict
H,W001,CP001,598,19,strict
H,W001,CP001,600,18,strict
H,W001,CP001,601,20,strict
H,W001,CP001,602,19,strict
H,W001,CP001,603,20,strict
H,W001,CP001,604,18,strict
H,W001,CP001,605,20,strict
H,W001,CP001,606,20,strict
H,W001,CP001,607,18,strict
H,W001,CP001,608,22,matched
H,W001,CP001,612,19,strict
H,W001,CP001,613,18,strict
H,W001,CP001,614,19,strict
H,W001,CP001,615,23,matched
H,W001,CP001,617,20,strict
H,W001,CP001,618,20,strict
H,W001,CP001,620,17,strict
H,W001,CP001,621,19,strict
H,W001,CP001,622,21,strict
H,W001,CP001,623,20,strict
H,W001,CP001,625,20,strict
H,W001,CP001,626,18,strict
H,W001,CP001,627,19,strict
H,W001,CP001,628,16,matched
H,W001,CP001,630,19,strict
H,W001,CP001,631,16,matched
H,W001,CP001,633,24,matched
H,W001,CP001,634,21,strict
H,W001,CP001,636,15,matched
H,W001,CP001,637,19,strict
H,W001,CP001,638,16,matched
H,W001,CP001,639,18,strict
H,W001,CP001,640,20,strict
H,W001,CP001,641,24,matched
H,W001,CP001,642,20,strict
H,W001,CP001,644,18,strict
H,W001,CP001,645,18,strict
H,W001,CP001,646,19,strict
H,W001,CP001,647,19,strict
H,W001,CP001,648,16,matched
H,W001,CP001,649,20,strict
H,W001,CP001,651,19,strict
H,W001,CP001,652,27,near
H,W001,CP001,654,24,matched
H,W001,CP001,655,16,matched
H,W001,CP001,656,16,matched
H,W001,CP001,657,20,strict
H,W001,CP001,659,20,strict
H,W001,CP001,660,20,strict
H,W001,CP001,662,21,strict
H,W001,CP001,663,18,strict
H,W001,CP001,664,19,strict
H,W001,CP001,666,22,matched
H,W001,CP001,667,19,strict
H,W001,CP001,668,27,near
H,W001,CP001,669,16,matched
H,W001,CP001,670,15,matched
H,W001,CP001,671,19,strict
H,W001,CP001,672,25,near
H,W001,CP001,673,19,strict
H,W001,CP001,674,20,strict
H,W001,CP001,676,19,strict
H,W001,CP001,677,20,strict
H,W001,CP001,678,20,strict
H,W001,CP001,679,20,strict
H,W001,CP001,681,20,strict
H,W001,CP001,682,19,strict
H,W001,CP001,683,26,near
H,W001,CP001,684,20,strict
H,W001,CP001,685,26,near
H,W001,CP001,686,15,matched
H,W001,CP001,687,18,strict
H,W001,CP001,688,20,strict
H,W001,CP001,689,20,strict
H,W001,CP001,690,23,matched
H,W001,CP001,691,19,strict
H,W001,CP001,692,19,strict
H,W001,CP001,693,18,strict
H,W001,CP001,694,20,strict
H,W001,CP001,695,20,strict
H,W001,CP001,696,19,strict
H,W001,CP001,697,19,strict
H,W001,CP001,698,20,strict
H,W001,CP001,699,27,near
H,W001,CP001,700,19,strict
H,W001,CP001,701,17,strict
H,W001,CP001,702,20,strict
H,W001,CP001,703,20,strict
H,W001,CP001,704,19,strict
H,W001,CP001,705,19,strict
H,W001,CP001,706,19,strict
H,W001,CP001,708,20,strict
H,W001,CP001,709,21,strict
H,W001,CP001,710,21,strict
H,W001,CP001,711,23,matched
H,W001,CP001,712,19,strict
H,W001,CP001,714,19,strict
H,W001,CP001,715,19,strict
H,W001,CP001,716,15,matched
H,W001,CP001,717,19,strict
H,W001,CP001,718,19,strict
H,W001,CP001,719,20,strict
H,W001,CP001,720,16,matched
H,W001,CP001,722,16,matched
H,W001,CP001,723,23,matched
H,W001,CP001,724,17,strict
H,W001,CP001,725,20,strict
H,W001,CP001,726,20,strict
H,W001,CP001,727,18,strict
H,W001,CP001,728,22,matched
H,W001,CP001,729,24,matched
H,W001,CP001,730,17,strict
H,W001,CP001,731,22,matched
H,W001,CP001,732,27,near
H,W001,CP001,734,19,strict
H,W001,CP001,735,20,strict
H,W001,CP001,736,19,strict
H,W001,CP001,737,24,matched
H,W001,CP001,738,19,strict
H,W001,CP001,739,19,strict
H,W001,CP001,740,21,strict
H,W001,CP001,741,15,matched
H,W001,CP001,743,24,matched
H,W001,CP001,744,20,strict
H,W001,CP001,745,18,strict
H,W001,CP001,746,20,strict
H,W001,CP001,747,19,strict
H,W001,CP001,748,19,strict
H,W001,CP001,749,19,strict
H,W001,CP001,750,20,strict
H,W001,CP001,751,22,matched
H,W001,CP001,753,25,near
H,W001,CP001,754,21,strict
H,W001,CP001,755,18,strict
H,W001,CP001,756,19,strict
H,W001,CP001,757,25,near
H,W001,CP001,758,18,strict
H,W001,CP001,761,20,strict
H,W001,CP001,762,18,strict
H,W001,CP001,763,24,matched
H,W001,CP001,764,21,strict
H,W001,CP001,765,25,near
H,W001,CP001,766,25,near
H,W001,CP001,767,21,strict
H,W001,CP001,768,21,strict
H,W001,CP001,769,22,matched
H,W001,CP001,770,15,matched
H,W001,CP001,772,20,strict
H,W001,CP001,773,19,strict
H,W001,CP001,774,23,matched
H,W001,CP001,776,18,strict
H,W001,CP001,777,19,strict
H,W001,CP001,780,22,matched
H,W001,CP001,781,19,strict
H,W001,CP001,782,20,strict
H,W001,CP001,783,18,strict
H,W001,CP001,784,26,near
H,W001,CP001,785,15,matched
H,W001,CP001,786,20,strict
H,W001,CP001,787,19,strict
H,W001,CP001,788,15,matched
H,W001,CP001,789,20,strict
H,W001,CP001,790,20,strict
H,W001,CP001,791,19,strict
H,W001,CP001,792,26,near
H,W001,CP001,793,19,strict
H,W001,CP001,794,17,strict
H,W001,CP001,795,17,strict
H,W001,CP001,796,21,strict
H,W001,CP001,797,23,matched
H,W001,CP001,798,19,strict
H,W001,CP001,800,16,matched
H,W001,CP001,802,20,strict
H,W001,CP001,803,19,strict
H,W001,CP001,804,21,strict
H,W001,CP001,805,20,strict
H,W001,CP001,806,19,strict
H,W001,CP001,807,19,strict
H,W001,CP001,808,17,strict
H,W001,CP001,809,19,strict
H,W001,CP001,810,16,matched
H,W001,CP001,811,21,strict
H,W001,CP001,812,26,near
H,W001,CP001,813,19,strict
H,W001,CP001,814,19,strict
H,W001,CP001,815,20,strict
H,W001,CP001,816,18,strict
H,W001,CP001,817,19,strict
H,W001,CP001,818,20,strict
H,W001,CP001,820,16,matched
H,W001,CP001,821,18,strict
H,W001,CP001,822,21,strict
H,W001,CP001,823,20,strict
H,W001,CP001,824,26,near
H,W001,CP001,825,21,strict
H,W001,CP001,826,21,strict
H,W001,CP001,828,20,strict
H,W001,CP001,830,20,strict
H,W001,CP001,832,20,strict
H,W001,CP001,833,17,strict
H,W001,CP001,834,21,strict
H,W001,CP001,835,21,strict
H,W001,CP001,837,19,strict
H,W001,CP001,838,19,strict
H,W001,CP001,839,19,strict
H,W001,CP001,840,20,strict
H,W001,CP001,841,19,strict
H,W001,CP001,842,18,strict
H,W001,CP001,843,21,strict
H,W001,CP001,845,15,matched
H,W001,CP001,846,18,strict
H,W001,CP001,847,17,strict
H,W001,CP001,848,23,matched
H,W001,CP001,849,20,strict
H,W001,CP001,850,16,matched
H,W001,CP001,852,19,strict
H,W001,CP001,853,20,strict
H,W001,CP001,854,20,strict
H,W001,CP001,855,20,strict
H,W001,CP001,857,20,strict
H,W001,CP001,858,20,strict
H,W001,CP001,860,21,strict
H,W001,CP001,861,20,strict
H,W001,CP001,862,18,strict
H,W001,CP001,863,18,strict
H,W001,CP001,864,20,strict
H,W001,CP001,865,19,strict
H,W001,CP001,866,17,strict
H,W001,CP001,867,17,strict
H,W001,CP001,869,19,strict
H,W001,CP001,870,19,strict
H,W001,CP001,871,20,strict
H,W001,CP001,872,21,strict
H,W001,CP001,873,20,strict
H,W001,CP001,874,23,matched
H,W001,CP001,876,20,strict
H,W001,CP001,877,19,strict
H,W001,CP001,878,17,strict
H,W001,CP001,879,20,strict
H,W001,CP001,880,19,strict
H,W001,CP001,881,20,strict
H,W001,CP001,882,20,strict
H,W001,CP001,883,19,strict
