object,window_id,candidate_id,replicate_id,matched_peak_day,match_type
P,W001,CP001,0,22,matched
P,W001,CP001,1,26,near
P,W001,CP001,2,19,strict
P,W001,CP001,3,15,matched
P,W001,CP001,4,25,near
P,W001,CP001,5,19,strict
P,W001,CP001,6,20,strict
P,W001,CP001,7,23,matched
P,W001,CP001,8,19,strict
P,W001,CP001,9,20,strict
P,W001,CP001,10,19,strict
P,W001,CP001,12,15,matched
P,W001,CP001,14,18,strict
P,W001,CP001,15,19,strict
P,W001,CP001,16,15,matched
P,W001,CP001,17,20,strict
P,W001,CP001,19,19,strict
P,W001,CP001,20,22,matched
P,W001,CP001,22,19,strict
P,W001,CP001,23,15,matched
P,W001,CP001,24,19,strict
P,W001,CP001,25,16,strict
P,W001,CP001,26,16,strict
P,W001,CP001,27,18,strict
P,W001,CP001,29,23,matched
P,W001,CP001,30,15,matched
P,W001,CP001,31,19,strict
P,W001,CP001,33,20,strict
P,W001,CP001,35,15,matched
P,W001,CP001,36,16,strict
P,W001,CP001,38,15,matched
P,W001,CP001,39,20,strict
P,W001,CP001,40,23,matched
P,W001,CP001,41,22,matched
P,W001,CP001,42,19,strict
P,W001,CP001,43,23,matched
P,W001,CP001,44,19,strict
P,W001,CP001,46,21,matched
P,W001,CP001,47,16,strict
P,W001,CP001,48,17,strict
P,W001,CP001,49,15,matched
P,W001,CP001,50,15,matched
P,W001,CP001,51,16,strict
P,W001,CP001,52,23,matched
P,W001,CP001,53,17,strict
P,W001,CP001,55,20,strict
P,W001,CP001,56,19,strict
P,W001,CP001,57,18,strict
P,W001,CP001,58,15,matched
P,W001,CP001,59,22,matched
P,W001,CP001,60,19,strict
P,W001,CP001,61,15,matched
P,W001,CP001,63,22,matched
P,W001,CP001,64,20,strict
P,W001,CP001,65,19,strict
P,W001,CP001,66,19,strict
P,W001,CP001,68,15,matched
P,W001,CP001,69,16,strict
P,W001,CP001,70,18,strict
P,W001,CP001,71,18,strict
P,W001,CP001,72,15,matched
P,W001,CP001,73,15,matched
P,W001,CP001,74,19,strict
P,W001,CP001,75,16,strict
P,W001,CP001,76,19,strict
P,W001,CP001,77,18,strict
P,W001,CP001,78,16,strict
P,W001,CP001,79,24,near
P,W001,CP001,80,20,strict
P,W001,CP001,81,19,strict
P,W001,CP001,82,16,strict
P,W001,CP001,83,18,strict
P,W001,CP001,84,18,strict
P,W001,CP001,85,19,strict
P,W001,CP001,86,20,strict
P,W001,CP001,87,18,strict
P,W001,CP001,88,18,strict
P,W001,CP001,89,16,strict
P,W001,CP001,90,18,strict
P,W001,CP001,91,19,strict
P,W001,CP001,92,23,matched
P,W001,CP001,93,19,strict
P,W001,CP001,94,19,strict
P,W001,CP001,95,19,strict
P,W001,CP001,96,20,strict
