window,source_object,target_object,pair_direction,k_eof,best_lag_all,best_abs_cv_r_all,best_signed_cv_r_all,best_lagged_lag,best_lagged_abs_cv_r,best_lagged_signed_cv_r,tau0_abs_cv_r,tau0_signed_cv_r,lagged_minus_tau0_abs_cv_r,cca_time_structure_label,perm_p_max_train_r,bootstrap_frac_abs_r_ge_threshold,cca_evidence_tier,interpretation_boundary
S1,V,P,V→P,5,0,0.8864171456148787,0.8864171456148787,1,0.8612232834026187,0.8612232834026187,0.8864171456148787,0.8864171456148787,-0.025193862212260054,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
T2,V,P,V→P,5,1,0.8902169688413518,0.8902169688413518,1,0.8902169688413518,0.8902169688413518,0.8803269004439751,0.8803269004439751,0.009890068397376717,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
T2,H,P,H→P,5,1,0.7820726792108522,0.7820726792108522,1,0.7820726792108522,0.7820726792108522,0.7544379134456735,0.7544379134456735,0.02763476576517876,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
T2,H,V,H→V,5,0,0.7234791696603151,0.7234791696603151,1,0.702590726408635,0.702590726408635,0.7234791696603151,0.7234791696603151,-0.020888443251680155,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
T2,Jw,Je,Jw→Je,5,2,0.5147410026946162,0.5147410026946162,2,0.5147410026946162,0.5147410026946162,0.4147717152533037,0.4147717152533037,0.0999692874413125,lagged_dominant,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
T2,Je,H,Je→H,5,0,0.8094437483281092,0.8094437483281092,1,0.7371824719968183,0.7371824719968183,0.8094437483281092,0.8094437483281092,-0.07226127633129087,tau0_dominant,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
S3,V,P,V→P,5,0,0.879189206277977,0.879189206277977,1,0.8279744485437118,0.8279744485437118,0.879189206277977,0.879189206277977,-0.051214757734265204,tau0_dominant,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
S3,H,P,H→P,5,1,0.7316828359767924,0.7316828359767924,1,0.7316828359767924,0.7316828359767924,0.729561473371463,0.729561473371463,0.0021213626053293577,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
S3,H,V,H→V,5,1,0.6883594859481444,0.6883594859481444,1,0.6883594859481444,0.6883594859481444,0.6836501650949036,0.6836501650949036,0.004709320853240828,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
S3,Jw,Je,Jw→Je,5,0,0.5853523169485237,0.5853523169485237,1,0.5631325703691623,0.5631325703691623,0.5853523169485237,0.5853523169485237,-0.022219746579361432,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
S3,Je,H,Je→H,5,0,0.8601570854395866,0.8601570854395866,1,0.8120936227123399,0.8120936227123399,0.8601570854395866,0.8601570854395866,-0.04806346272724671,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
T3,V,P,V→P,5,0,0.8274766387647733,0.8274766387647733,1,0.78626296904682,0.78626296904682,0.8274766387647733,0.8274766387647733,-0.04121366971795326,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
T3,H,P,H→P,5,0,0.7934726525721227,0.7934726525721227,1,0.7858902830947687,0.7858902830947687,0.7934726525721227,0.7934726525721227,-0.007582369477354023,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
T3,H,V,H→V,5,0,0.7512619399284622,0.7512619399284622,1,0.7339959615852621,0.7339959615852621,0.7512619399284622,0.7512619399284622,-0.017265978343200095,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
T3,Jw,Je,Jw→Je,5,1,0.5855040675798697,0.5855040675798697,1,0.5855040675798697,0.5855040675798697,0.5724975339281657,0.5724975339281657,0.013006533651704011,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
T3,Je,H,Je→H,5,0,0.8862311366973994,0.8862311366973994,1,0.8624465757018831,0.8624465757018831,0.8862311366973994,0.8862311366973994,-0.02378456099551629,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
S4,V,P,V→P,5,0,0.8412120120860649,0.8412120120860649,1,0.7912863011848807,0.7912863011848807,0.8412120120860649,0.8412120120860649,-0.04992571090118414,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
S4,H,P,H→P,5,0,0.7862778335652788,0.7862778335652788,1,0.7513432354004144,0.7513432354004144,0.7862778335652788,0.7862778335652788,-0.03493459816486444,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
S4,H,V,H→V,5,0,0.757084644280249,0.757084644280249,1,0.7558166754031803,0.7558166754031803,0.757084644280249,0.757084644280249,-0.0012679688770687036,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
S4,Jw,Je,Jw→Je,5,0,0.5209853618102004,0.5209853618102004,1,0.49406948868439315,0.49406948868439315,0.5209853618102004,0.5209853618102004,-0.026915873125807233,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
S4,Je,H,Je→H,5,0,0.7610936947795016,0.7610936947795016,1,0.6942911177725852,0.6942911177725852,0.7610936947795016,0.7610936947795016,-0.06680257700691639,tau0_dominant,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
T4,V,P,V→P,5,0,0.8632811044926593,0.8632811044926593,1,0.8008086033202682,0.8008086033202682,0.8632811044926593,0.8632811044926593,-0.062472501172391115,tau0_dominant,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
T4,H,P,H→P,5,0,0.675507951206339,0.675507951206339,1,0.5077154881088244,0.5077154881088244,0.675507951206339,0.675507951206339,-0.1677924630975146,tau0_dominant,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
T4,H,V,H→V,5,1,0.7357440599179647,0.7357440599179647,1,0.7357440599179647,0.7357440599179647,0.7353869429572237,0.7353869429572237,0.0003571169607409219,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
T4,Jw,Je,Jw→Je,5,1,0.608520203808149,0.608520203808149,1,0.608520203808149,0.608520203808149,0.5813703273838876,0.5813703273838876,0.027149876424261365,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
T4,Je,H,Je→H,5,0,0.7755494073933327,0.7755494073933327,1,0.7536828789497515,0.7536828789497515,0.7755494073933327,0.7755494073933327,-0.021866528443581168,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
S5,V,P,V→P,5,0,0.9022601749284358,0.9022601749284358,1,0.8091886032610537,0.8091886032610537,0.9022601749284358,0.9022601749284358,-0.09307157166738211,tau0_dominant,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
S5,H,P,H→P,5,0,0.7302037239135144,0.7302037239135144,1,0.6999651292559365,0.6999651292559365,0.7302037239135144,0.7302037239135144,-0.030238594657577944,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
S5,H,V,H→V,5,1,0.6951558254237477,0.6951558254237477,1,0.6951558254237477,0.6951558254237477,0.6635171122693734,0.6635171122693734,0.031638713154374276,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
S5,Jw,Je,Jw→Je,5,0,0.7420611314592929,0.7420611314592929,1,0.7413322389619681,0.7413322389619681,0.7420611314592929,0.7420611314592929,-0.0007288924973247735,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
S5,Je,H,Je→H,5,0,0.7913114185999173,0.7913114185999173,1,0.740747214287928,0.740747214287928,0.7913114185999173,0.7913114185999173,-0.05056420431198927,tau0_dominant,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
S1,V,P,V→P,3,0,0.8730957168485959,0.8730957168485959,1,0.8508496896519887,0.8508496896519887,0.8730957168485959,0.8730957168485959,-0.022246027196607177,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
S1,H,P,H→P,3,1,0.5493617123022049,0.5493617123022049,1,0.5493617123022049,0.5493617123022049,0.5457226344659009,0.5457226344659009,0.0036390778363040166,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
S1,H,V,H→V,3,0,0.5972054758253849,0.5972054758253849,1,0.4855640818427433,0.4855640818427433,0.5972054758253849,0.5972054758253849,-0.11164139398264156,tau0_dominant,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
S1,Jw,Je,Jw→Je,3,3,0.6165269000764124,0.6165269000764124,3,0.6165269000764124,0.6165269000764124,0.5141567540363478,0.5141567540363478,0.10237014604006467,lagged_dominant,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
S1,Je,H,Je→H,3,0,0.843752056896474,0.843752056896474,1,0.7753414499986179,0.7753414499986179,0.843752056896474,0.843752056896474,-0.06841060689785616,tau0_dominant,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
T1,V,P,V→P,3,0,0.8882446080128129,0.8882446080128129,1,0.8246924346123848,0.8246924346123848,0.8882446080128129,0.8882446080128129,-0.06355217340042807,tau0_dominant,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
T1,H,P,H→P,3,1,0.4705500438148326,0.4705500438148326,1,0.4705500438148326,0.4705500438148326,0.40356188966471995,0.40356188966471995,0.06698815415011267,lagged_dominant,0.004975124378109453,1.0,CCA_moderate_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
T1,H,V,H→V,3,0,0.5398011326349887,0.5398011326349887,1,0.4472271860508519,0.4472271860508519,0.5398011326349887,0.5398011326349887,-0.09257394658413687,tau0_dominant,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
T1,Jw,Je,Jw→Je,3,2,0.6506321869613779,0.6506321869613779,2,0.6506321869613779,0.6506321869613779,0.5725088341743877,0.5725088341743877,0.07812335278699023,lagged_dominant,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
T1,Je,H,Je→H,3,0,0.779153491888462,0.779153491888462,1,0.664486241273122,0.664486241273122,0.779153491888462,0.779153491888462,-0.11466725061534,tau0_dominant,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
S2,V,P,V→P,3,0,0.8681604420731162,0.8681604420731162,1,0.8279376457353658,0.8279376457353658,0.8681604420731162,0.8681604420731162,-0.04022279633775039,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
S2,H,P,H→P,3,1,0.5274553715493708,0.5274553715493708,1,0.5274553715493708,0.5274553715493708,0.5082170813281316,0.5082170813281316,0.01923829022123924,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
S2,H,V,H→V,3,0,0.5808482839997763,0.5808482839997763,1,0.5318552958067307,0.5318552958067307,0.5808482839997763,0.5808482839997763,-0.04899298819304554,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
S2,Jw,Je,Jw→Je,3,2,0.626153851484695,0.626153851484695,2,0.626153851484695,0.626153851484695,0.5625122758877973,0.5625122758877973,0.06364157559689776,lagged_dominant,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
S2,Je,H,Je→H,3,0,0.7666894547463844,0.7666894547463844,1,0.6340329450500759,0.6340329450500759,0.7666894547463844,0.7666894547463844,-0.1326565096963085,tau0_dominant,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
T2,V,P,V→P,3,1,0.8905075385490666,0.8905075385490666,1,0.8905075385490666,0.8905075385490666,0.8892667080633749,0.8892667080633749,0.0012408304856916796,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
T2,H,P,H→P,3,2,0.586865184796804,0.586865184796804,2,0.586865184796804,0.586865184796804,0.5244503490961188,0.5244503490961188,0.06241483570068529,lagged_dominant,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
T2,H,V,H→V,3,1,0.6570249594531798,0.6570249594531798,1,0.6570249594531798,0.6570249594531798,0.6303964710626837,0.6303964710626837,0.02662848839049614,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
T2,Jw,Je,Jw→Je,3,0,0.4413931494514681,0.4413931494514681,1,0.4344332528926363,0.4344332528926363,0.4413931494514681,0.4413931494514681,-0.006959896558831835,lagged_tau0_close,0.004975124378109453,1.0,CCA_moderate_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
T2,Je,H,Je→H,3,0,0.7522735248839375,0.7522735248839375,1,0.7204067920136612,0.7204067920136612,0.7522735248839375,0.7522735248839375,-0.031866732870276304,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
S3,V,P,V→P,3,0,0.8403292309386079,0.8403292309386079,1,0.7778423278897858,0.7778423278897858,0.8403292309386079,0.8403292309386079,-0.062486903048822096,tau0_dominant,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
S3,H,P,H→P,3,1,0.6900385700843984,0.6900385700843984,1,0.6900385700843984,0.6900385700843984,0.6564292603490622,0.6564292603490622,0.03360930973533616,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
S3,H,V,H→V,3,1,0.6967398996798665,0.6967398996798665,1,0.6967398996798665,0.6967398996798665,0.6904566704343101,0.6904566704343101,0.006283229245556354,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
S3,Jw,Je,Jw→Je,3,2,0.4792008505946496,0.4792008505946496,2,0.4792008505946496,0.4792008505946496,0.4492325493534034,0.4492325493534034,0.02996830124124622,lagged_tau0_close,0.004975124378109453,1.0,CCA_moderate_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
S3,Je,H,Je→H,3,0,0.7417679207215607,0.7417679207215607,1,0.7026422346400767,0.7026422346400767,0.7417679207215607,0.7417679207215607,-0.039125686081484035,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
T3,V,P,V→P,3,0,0.7641692705163393,0.7641692705163393,1,0.7020522019615096,0.7020522019615096,0.7641692705163393,0.7641692705163393,-0.06211706855482968,tau0_dominant,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
T3,H,P,H→P,3,2,0.607303809607587,0.607303809607587,2,0.607303809607587,0.607303809607587,0.5714130630797405,0.5714130630797405,0.03589074652784652,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
T3,H,V,H→V,3,1,0.6984375068827291,0.6984375068827291,1,0.6984375068827291,0.6984375068827291,0.6838818708215074,0.6838818708215074,0.014555636061221677,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
T3,Jw,Je,Jw→Je,3,0,0.5176546152256075,0.5176546152256075,1,0.4927384465483338,0.4927384465483338,0.5176546152256075,0.5176546152256075,-0.024916168677273698,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
T3,Je,H,Je→H,3,0,0.8247378463949023,0.8247378463949023,1,0.8022036148882307,0.8022036148882307,0.8247378463949023,0.8247378463949023,-0.022534231506671665,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
S4,V,P,V→P,3,0,0.7610474635694153,0.7610474635694153,1,0.6757060378452164,0.6757060378452164,0.7610474635694153,0.7610474635694153,-0.0853414257241989,tau0_dominant,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
S4,H,P,H→P,3,1,0.5762737417856247,0.5762737417856247,1,0.5762737417856247,0.5762737417856247,0.5758172933068668,0.5758172933068668,0.0004564484787579204,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
S4,H,V,H→V,3,1,0.7610752150877913,0.7610752150877913,1,0.7610752150877913,0.7610752150877913,0.7531783970298939,0.7531783970298939,0.007896818057897437,lagged_tau0_close,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
S4,Jw,Je,Jw→Je,3,0,0.4817436882726955,0.4817436882726955,1,0.4800209940012498,0.4800209940012498,0.4817436882726955,0.4817436882726955,-0.0017226942714456683,lagged_tau0_close,0.004975124378109453,1.0,CCA_moderate_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
S4,Je,H,Je→H,3,0,0.7142116451803063,0.7142116451803063,1,0.6502077548631102,0.6502077548631102,0.7142116451803063,0.7142116451803063,-0.06400389031719611,tau0_dominant,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
T4,V,P,V→P,3,0,0.7701767762740492,0.7701767762740492,1,0.6829810146659676,0.6829810146659676,0.7701767762740492,0.7701767762740492,-0.08719576160808162,tau0_dominant,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
T4,H,P,H→P,3,0,0.5225908294707844,0.5225908294707844,1,0.4596990255166669,0.4596990255166669,0.5225908294707844,0.5225908294707844,-0.06289180395411748,tau0_dominant,0.004975124378109453,1.0,CCA_strong_coupling,CCA coupling-mode audit; not pathway proof; direction comes from X(t-lag) vs Y(t) design and remains non-causal.
