window_id,target_name,null_target_name,true_corr,null_corr,abs_true_corr,abs_null_corr,true_minus_null,true_rank_among_nulls,specificity_percentile,specificity_level
W160,W160_P_vs_V_delta_peak,W160_P_vs_H_delta_peak,0.29343182933158607,0.3533449089618572,0.29343182933158607,0.3533449089618572,-0.05991307963027115,10,0.0,not_specific
W160,W160_P_vs_V_delta_peak,W160_P_vs_Je_delta_peak,0.29343182933158607,0.4941283939407963,0.29343182933158607,0.4941283939407963,-0.2006965646092102,10,0.0,not_specific
W160,W160_P_vs_V_delta_peak,W160_P_vs_Jw_delta_peak,0.29343182933158607,0.46077766830218053,0.29343182933158607,0.46077766830218053,-0.16734583897059446,10,0.0,not_specific
W160,W160_P_vs_V_delta_peak,W160_V_vs_H_delta_peak,0.29343182933158607,0.3473493347596021,0.29343182933158607,0.3473493347596021,-0.053917505428016044,10,0.0,not_specific
W160,W160_P_vs_V_delta_peak,W160_V_vs_Je_delta_peak,0.29343182933158607,0.4920794633878059,0.29343182933158607,0.4920794633878059,-0.19864763405621982,10,0.0,not_specific
W160,W160_P_vs_V_delta_peak,W160_Jw_vs_V_delta_peak,0.29343182933158607,0.42774163892251665,0.29343182933158607,0.42774163892251665,-0.13430980959093058,10,0.0,not_specific
W160,W160_P_vs_V_delta_peak,W160_H_vs_Je_delta_peak,0.29343182933158607,0.3653104438786924,0.29343182933158607,0.3653104438786924,-0.07187861454710631,10,0.0,not_specific
W160,W160_P_vs_V_delta_peak,W160_H_vs_Jw_delta_peak,0.29343182933158607,0.4402530532276265,0.29343182933158607,0.4402530532276265,-0.1468212238960404,10,0.0,not_specific
W160,W160_P_vs_V_delta_peak,W160_Je_vs_Jw_delta_peak,0.29343182933158607,0.4103800334867875,0.29343182933158607,0.4103800334867875,-0.11694820415520141,10,0.0,not_specific
W160,W160_P_vs_H_delta_peak,W160_P_vs_V_delta_peak,0.3533449089618572,0.29343182933158607,0.3533449089618572,0.29343182933158607,0.05991307963027115,8,0.2222222222222222,not_specific
W160,W160_P_vs_H_delta_peak,W160_P_vs_Je_delta_peak,0.3533449089618572,0.4941283939407963,0.3533449089618572,0.4941283939407963,-0.14078348497893906,8,0.2222222222222222,not_specific
