window_id,bootstrap_id,year_index,year,count_in_bootstrap,present_flag
W113,0,0,1979,0,False
W113,0,1,1980,0,False
W113,0,2,1981,0,False
W113,0,3,1982,1,True
W113,0,4,1983,0,False
W113,0,5,1984,1,True
W113,0,6,1985,2,True
W113,0,7,1986,2,True
W113,0,8,1987,0,False
W113,0,9,1988,5,True
W113,0,10,1989,0,False
W113,0,11,1990,1,True
W113,0,12,1991,0,False
W113,0,13,1992,0,False
W113,0,14,1993,3,True
W113,0,15,1994,1,True
W113,0,16,1995,1,True
W113,0,17,1996,0,False
W113,0,18,1997,3,True
W113,0,19,1998,0,False
W113,0,20,1999,0,False
W113,0,21,2000,0,False
W113,0,22,2001,0,False
W113,0,23,2002,2,True
W113,0,24,2003,3,True
W113,0,25,2004,0,False
W113,0,26,2005,1,True
W113,0,27,2006,2,True
W113,0,28,2007,1,True
W113,0,29,2008,1,True
W113,0,30,2009,0,False
W113,0,31,2010,1,True
W113,0,32,2011,1,True
W113,0,33,2012,0,False
W113,0,34,2013,2,True
W113,0,35,2014,1,True
W113,0,36,2015,0,False
W113,0,37,2016,1,True
W113,0,38,2017,1,True
W113,0,39,2018,1,True
W113,0,40,2019,1,True
W113,0,41,2020,2,True
W113,0,42,2021,1,True
W113,0,43,2022,3,True
W113,0,44,2023,0,False
W113,1,0,1979,1,True
W113,1,1,1980,0,False
W113,1,2,1981,0,False
W113,1,3,1982,0,False
W113,1,4,1983,0,False
W113,1,5,1984,1,True
W113,1,6,1985,0,False
W113,1,7,1986,1,True
W113,1,8,1987,2,True
W113,1,9,1988,1,True
W113,1,10,1989,2,True
W113,1,11,1990,0,False
W113,1,12,1991,1,True
W113,1,13,1992,1,True
W113,1,14,1993,3,True
W113,1,15,1994,1,True
W113,1,16,1995,2,True
W113,1,17,1996,0,False
W113,1,18,1997,2,True
W113,1,19,1998,1,True
W113,1,20,1999,5,True
W113,1,21,2000,0,False
W113,1,22,2001,0,False
W113,1,23,2002,1,True
W113,1,24,2003,2,True
W113,1,25,2004,2,True
W113,1,26,2005,1,True
W113,1,27,2006,1,True
W113,1,28,2007,3,True
W113,1,29,2008,2,True
W113,1,30,2009,0,False
W113,1,31,2010,1,True
W113,1,32,2011,1,True
W113,1,33,2012,1,True
W113,1,34,2013,0,False
W113,1,35,2014,1,True
W113,1,36,2015,0,False
W113,1,37,2016,2,True
W113,1,38,2017,0,False
W113,1,39,2018,2,True
W113,1,40,2019,0,False
W113,1,41,2020,0,False
W113,1,42,2021,0,False
W113,1,43,2022,1,True
W113,1,44,2023,0,False
W113,2,0,1979,1,True
W113,2,1,1980,1,True
W113,2,2,1981,0,False
W113,2,3,1982,0,False
W113,2,4,1983,1,True
W113,2,5,1984,1,True
W113,2,6,1985,0,False
W113,2,7,1986,0,False
W113,2,8,1987,1,True
W113,2,9,1988,0,False
W113,2,10,1989,2,True
W113,2,11,1990,1,True
W113,2,12,1991,1,True
W113,2,13,1992,1,True
W113,2,14,1993,1,True
W113,2,15,1994,2,True
W113,2,16,1995,1,True
W113,2,17,1996,0,False
W113,2,18,1997,1,True
W113,2,19,1998,3,True
W113,2,20,1999,0,False
W113,2,21,2000,3,True
W113,2,22,2001,1,True
W113,2,23,2002,2,True
W113,2,24,2003,1,True
W113,2,25,2004,0,False
W113,2,26,2005,3,True
W113,2,27,2006,0,False
W113,2,28,2007,0,False
W113,2,29,2008,1,True
W113,2,30,2009,0,False
W113,2,31,2010,0,False
W113,2,32,2011,1,True
W113,2,33,2012,2,True
W113,2,34,2013,0,False
W113,2,35,2014,2,True
W113,2,36,2015,1,True
W113,2,37,2016,0,False
W113,2,38,2017,1,True
W113,2,39,2018,1,True
W113,2,40,2019,2,True
W113,2,41,2020,1,True
W113,2,42,2021,0,False
W113,2,43,2022,3,True
W113,2,44,2023,2,True
W113,3,0,1979,2,True
W113,3,1,1980,2,True
W113,3,2,1981,3,True
W113,3,3,1982,1,True
W113,3,4,1983,3,True
W113,3,5,1984,0,False
W113,3,6,1985,1,True
W113,3,7,1986,0,False
W113,3,8,1987,1,True
W113,3,9,1988,0,False
W113,3,10,1989,0,False
W113,3,11,1990,1,True
W113,3,12,1991,1,True
W113,3,13,1992,0,False
W113,3,14,1993,2,True
W113,3,15,1994,0,False
W113,3,16,1995,3,True
W113,3,17,1996,2,True
W113,3,18,1997,0,False
W113,3,19,1998,0,False
W113,3,20,1999,1,True
W113,3,21,2000,1,True
W113,3,22,2001,0,False
W113,3,23,2002,0,False
W113,3,24,2003,0,False
W113,3,25,2004,1,True
W113,3,26,2005,1,True
W113,3,27,2006,1,True
W113,3,28,2007,0,False
W113,3,29,2008,1,True
W113,3,30,2009,2,True
W113,3,31,2010,2,True
W113,3,32,2011,1,True
W113,3,33,2012,1,True
W113,3,34,2013,1,True
W113,3,35,2014,1,True
W113,3,36,2015,0,False
W113,3,37,2016,1,True
W113,3,38,2017,1,True
W113,3,39,2018,0,False
W113,3,40,2019,0,False
W113,3,41,2020,3,True
W113,3,42,2021,2,True
W113,3,43,2022,0,False
W113,3,44,2023,2,True
