window_id,anchor_day,analysis_window_start,analysis_window_end,pre_period_start,pre_period_end,post_period_start,post_period_end,field,feature_id,pre_mean,post_mean,dF,abs_dF,relative_abs_dF_contribution
W002,45,30,60,30,37,53,60,P,0,-1.5385636724950846,-0.2603093695989648,1.2782543028961197,1.2782543028961197,0.14376728070634767
W002,45,30,60,30,37,53,60,P,1,-1.4715851638075252,-0.21013987324813385,1.2614452905593914,1.2614452905593914,0.14187674453562196
W002,45,30,60,30,37,53,60,P,2,-1.407401920879441,-0.19786342733202017,1.209538493547421,1.209538493547421,0.13603870507846566
W002,45,30,60,30,37,53,60,P,3,-1.278735571854045,-0.030967441728303548,1.2477681301257415,1.2477681301257415,0.14033845269582512
W002,45,30,60,30,37,53,60,P,4,-0.6687479617885138,0.8860042164411579,1.5547521782296716,1.5547521782296716,0.17486543352908684
W002,45,30,60,30,37,53,60,P,5,0.4607065262104809,1.2705022060576538,0.8097956798471729,0.8097956798471729,0.09107899934746981
W002,45,30,60,30,37,53,60,P,6,0.5415820050937441,1.1716103938903872,0.6300283887966431,0.6300283887966431,0.0708602881444444
W002,45,30,60,30,37,53,60,P,7,0.12907551996592379,0.40380507958548234,0.2747295596195586,0.2747295596195586,0.030899267560976232
W002,45,30,60,30,37,53,60,P,8,-0.5109903225477466,-0.44741587799654936,0.0635744445511972,0.0635744445511972,0.007150318207287803
W002,45,30,60,30,37,53,60,P,9,-0.727550956142587,-0.8361291403833537,-0.1085781842407667,0.1085781842407667,0.012211959902627
W002,45,30,60,30,37,53,60,P,10,-0.8405310923748505,-1.034101958981529,-0.19357086660667855,0.19357086660667855,0.021771221151347796
W002,45,30,60,30,37,53,60,P,11,-0.8985995933633568,-1.0404122456763238,-0.14181265231296702,0.14181265231296702,0.015949893027230353
W002,45,30,60,30,37,53,60,P,12,-0.8496811248411809,-0.9669679643096393,-0.11728683946845841,0.11728683946845841,0.013191436113156998
W002,45,30,60,30,37,53,60,V,0,-1.1848228031354977,0.3332794335789826,1.5181022367144803,1.5181022367144803,0.1806009716084271
W002,45,30,60,30,37,53,60,V,1,-0.9970800155824642,0.6581674120330324,1.6552474276154965,1.6552474276154965,0.19691644373483116
W002,45,30,60,30,37,53,60,V,2,-0.6575193776236131,0.8077800861557284,1.4652994637793415,1.4652994637793415,0.17431929184729075
W002,45,30,60,30,37,53,60,V,3,-0.2979595157058188,0.6769361992623738,0.9748957149681926,0.9748957149681926,0.11597842956953758
W002,45,30,60,30,37,53,60,V,4,-0.005503494506424239,0.49373516148053703,0.49923865598696127,0.49923865598696127,0.05939190665502462
W002,45,30,60,30,37,53,60,V,5,0.1740736651736764,0.2773862655818396,0.1033126004081632,0.1033126004081632,0.012290579357480165
W002,45,30,60,30,37,53,60,V,6,0.36217258411250497,0.15586999893224177,-0.2063025851802632,0.2063025851802632,0.02454277875877557
W002,45,30,60,30,37,53,60,V,7,0.43696040138558734,-0.019098514066174306,-0.45605891545176164,0.45605891545176164,0.054255030556788875
W002,45,30,60,30,37,53,60,V,8,0.2535492243382018,-0.2882679004890971,-0.5418171248272989,0.5418171248272989,0.06445725249023426
W002,45,30,60,30,37,53,60,V,9,-0.011580512104982048,-0.5482391938260962,-0.5366586817211142,0.5366586817211142,0.06384357851332213
W002,45,30,60,30,37,53,60,V,10,-0.238905694112726,-0.6878087743518563,-0.4489030802391303,0.4489030802391303,0.05340373690816877
W002,45,30,60,30,37,53,60,H,0,1.3080514680035853,0.9834886162362513,-0.324562851767334,0.324562851767334,0.06002916879811224
W002,45,30,60,30,37,53,60,H,1,1.2626737327662771,0.9460591548077556,-0.31661457795852155,0.31661457795852155,0.05855910447151194
W002,45,30,60,30,37,53,60,H,2,1.0511183648636837,0.952878576877196,-0.09823978798648769,0.09823978798648769,0.018169833003436667
W002,45,30,60,30,37,53,60,H,3,0.17496807656877544,0.6788615645954333,0.5038934880266579,0.5038934880266579,0.09319707133552543
W002,45,30,60,30,37,53,60,H,4,-0.8022240226453341,0.01016870559941825,0.8123927282447524,0.8123927282447524,0.15025521235289874
W002,45,30,60,30,37,53,60,H,5,-1.0702091275259398,-0.3236286840505977,0.746580443475342,0.746580443475342,0.1380829728932688
W002,45,30,60,30,37,53,60,H,6,-1.1254412028421976,-0.48562112661941986,0.6398200762227777,0.6398200762227777,0.11833722543062694
W002,45,30,60,30,37,53,60,H,7,-1.1193254720667378,-0.5751829727054159,0.544142499361322,0.544142499361322,0.10064128339556026
W002,45,30,60,30,37,53,60,H,8,-1.0932681544411809,-0.6104406662663053,0.48282748817487553,0.48282748817487553,0.08930083227391473
W002,45,30,60,30,37,53,60,H,9,-1.0679999745768443,-0.6052821712062988,0.46271780337054547,0.46271780337054547,0.08558146742047386
W002,45,30,60,30,37,53,60,H,10,-1.050237020201763,-0.5752763764834359,0.47496064371832714,0.47496064371832714,0.08784582862448548
W002,45,30,60,30,37,53,60,Je,0,1.1698135912991767,0.4391032977332054,-0.7307102935659713,0.7307102935659713,0.13496001076838332
W002,45,30,60,30,37,53,60,Je,1,1.1304693557976533,0.5718003728331464,-0.5586689829645068,0.5586689829645068,0.10318449407479763
W002,45,30,60,30,37,53,60,Je,2,1.085954036931969,0.6862095028549108,-0.3997445340770581,0.3997445340770581,0.07383162259882872
W002,45,30,60,30,37,53,60,Je,3,1.0315135805405846,0.782720267091213,-0.2487933134493716,0.2487933134493716,0.045951382590174894
W002,45,30,60,30,37,53,60,Je,4,0.9695470279524392,0.8530640119598557,-0.11648301599258348,0.11648301599258348,0.02151406546632085
W002,45,30,60,30,37,53,60,Je,5,0.9002108036094884,0.8640895644068274,-0.03612123920266097,0.03612123920266097,0.006671485094274709
W002,45,30,60,30,37,53,60,Je,6,0.8329702418379751,0.7912738188385451,-0.041696422999429994,0.041696422999429994,0.007701204905084698
W002,45,30,60,30,37,53,60,Je,7,0.8045764185769767,0.5266096236479311,-0.27796679492904564,0.27796679492904564,0.05133963756525356
W002,45,30,60,30,37,53,60,Je,8,0.7388089116850683,-0.04072370985841959,-0.7795326215434879,0.7795326215434879,0.1439773490590862
W002,45,30,60,30,37,53,60,Je,9,0.46807528442986934,-0.6556751898384695,-1.1237504742683389,1.1237504742683389,0.2075533593048232
W002,45,30,60,30,37,53,60,Je,10,0.23007902676953976,-0.8707259185224834,-1.1008049452920232,1.1008049452920232,0.20331538857278747
W002,45,30,60,30,37,53,60,Jw,0,1.3178779286177682,0.4137899385564575,-0.9040879900613107,0.9040879900613107,0.1152095985247762
W002,45,30,60,30,37,53,60,Jw,1,1.2650363777531806,0.512725848518002,-0.7523105292351786,0.7523105292351786,0.09586831701333527
W002,45,30,60,30,37,53,60,Jw,2,1.1899487958820523,0.6540020397770182,-0.5359467561050341,0.5359467561050341,0.06829668271263045
W002,45,30,60,30,37,53,60,Jw,3,1.0373190186647816,0.8579571553869498,-0.17936186327783177,0.17936186327783177,0.022856412745283182
W002,45,30,60,30,37,53,60,Jw,4,0.7435772122055384,1.0961090678294418,0.35253185562390343,0.35253185562390343,0.04492378396805158
