smoothing,window_id,object,config_id,detector_scale,detector_width,band_half_width,search_mode,search_start_day,search_end_day,selection_rule,selected_peak_day,selected_peak_date,selected_window_start,selected_window_end,selected_candidate_id,candidate_rank_by_score,detector_score,distance_to_anchor,overlap_with_system_window,support_class,relation_to_system_window,detector_source,is_v9_baseline_peak,v9_baseline_peak_day,delta_from_v9_baseline
smooth9,W160,P,smooth9__narrow_w16_b8__narrow_search__baseline_rule,narrow,16,8,narrow_search,145,175,baseline_rule,157,9月5日,149,165,CP001,1,8.705342073334585,3.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,158,-1
smooth9,W160,V,smooth9__narrow_w16_b8__narrow_search__baseline_rule,narrow,16,8,narrow_search,145,175,baseline_rule,162,9月10日,154,170,CP001,1,8.182117810857362,2.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,161,1
smooth9,W160,H,smooth9__narrow_w16_b8__narrow_search__baseline_rule,narrow,16,8,narrow_search,145,175,baseline_rule,164,9月12日,156,172,CP003,3,41.36009182104057,4.0,10.0,accepted_window,within_system_window,local_prepost_contrast_score,False,155,9
smooth9,W160,Je,smooth9__narrow_w16_b8__narrow_search__baseline_rule,narrow,16,8,narrow_search,145,175,baseline_rule,161,9月9日,153,169,CP002,2,37.153205261299,1.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,162,-1
smooth9,W160,Jw,smooth9__narrow_w16_b8__narrow_search__baseline_rule,narrow,16,8,narrow_search,145,175,baseline_rule,158,9月6日,150,166,CP003,3,25.190529758274543,2.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,152,6
smooth9,W160,P,smooth9__narrow_w16_b8__narrow_search__max_score,narrow,16,8,narrow_search,145,175,max_score,157,9月5日,149,165,CP001,1,8.705342073334585,3.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,158,-1
smooth9,W160,V,smooth9__narrow_w16_b8__narrow_search__max_score,narrow,16,8,narrow_search,145,175,max_score,162,9月10日,154,170,CP001,1,8.182117810857362,2.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,161,1
smooth9,W160,H,smooth9__narrow_w16_b8__narrow_search__max_score,narrow,16,8,narrow_search,145,175,max_score,170,9月18日,162,178,CP001,1,68.59375593730302,10.0,4.0,candidate_window,late_or_post,local_prepost_contrast_score,False,155,15
smooth9,W160,Je,smooth9__narrow_w16_b8__narrow_search__max_score,narrow,16,8,narrow_search,145,175,max_score,170,9月18日,162,178,CP001,1,39.03352760988337,10.0,4.0,candidate_window,late_or_post,local_prepost_contrast_score,False,162,8
smooth9,W160,Jw,smooth9__narrow_w16_b8__narrow_search__max_score,narrow,16,8,narrow_search,145,175,max_score,170,9月18日,162,178,CP001,1,31.3479415382714,10.0,4.0,candidate_window,late_or_post,local_prepost_contrast_score,False,152,18
smooth9,W160,P,smooth9__narrow_w16_b8__narrow_search__closest_anchor,narrow,16,8,narrow_search,145,175,closest_anchor,157,9月5日,149,165,CP001,1,8.705342073334585,3.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,158,-1
smooth9,W160,V,smooth9__narrow_w16_b8__narrow_search__closest_anchor,narrow,16,8,narrow_search,145,175,closest_anchor,162,9月10日,154,170,CP001,1,8.182117810857362,2.0,11.0,accepted_window,within_system_window,local_prepost_contrast_score,False,161,1
