smoothing,window_id,object,config_id,detector_scale,detector_width,band_half_width,search_mode,search_start_day,search_end_day,selection_rule,selected_peak_day,selected_peak_date,selected_window_start,selected_window_end,selected_candidate_id,candidate_rank_by_score,detector_score,distance_to_anchor,overlap_with_system_window,support_class,relation_to_system_window,detector_source,is_v9_baseline_peak,v9_baseline_peak_day,delta_from_v9_baseline
smooth9,W081,P,smooth9__narrow_w16_b8__narrow_search__baseline_rule,narrow,16,8,narrow_search,66,96,baseline_rule,82,6月22日,74,90,CP001,1,16.108186080060097,1.0,13.0,accepted_window,within_system_window,local_prepost_contrast_score,True,82,0
smooth9,W081,V,smooth9__narrow_w16_b8__narrow_search__baseline_rule,narrow,16,8,narrow_search,66,96,baseline_rule,82,6月22日,74,90,CP002,2,7.201007294245128,1.0,13.0,accepted_window,within_system_window,local_prepost_contrast_score,False,80,2
smooth9,W081,H,smooth9__narrow_w16_b8__narrow_search__baseline_rule,narrow,16,8,narrow_search,66,96,baseline_rule,78,6月18日,70,86,CP001,1,123.49520827197166,3.0,12.0,accepted_window,within_system_window,local_prepost_contrast_score,False,77,1
smooth9,W081,Je,smooth9__narrow_w16_b8__narrow_search__baseline_rule,narrow,16,8,narrow_search,66,96,baseline_rule,80,6月20日,72,88,CP001,1,40.973775265525624,1.0,13.0,accepted_window,within_system_window,local_prepost_contrast_score,False,81,-1
smooth9,W081,Jw,smooth9__narrow_w16_b8__narrow_search__baseline_rule,narrow,16,8,narrow_search,66,96,baseline_rule,82,6月22日,74,90,CP002,2,31.569544225963764,1.0,13.0,accepted_window,within_system_window,local_prepost_contrast_score,False,83,-1
smooth9,W081,P,smooth9__narrow_w16_b8__narrow_search__max_score,narrow,16,8,narrow_search,66,96,max_score,82,6月22日,74,90,CP001,1,16.108186080060097,1.0,13.0,accepted_window,within_system_window,local_prepost_contrast_score,True,82,0
smooth9,W081,V,smooth9__narrow_w16_b8__narrow_search__max_score,narrow,16,8,narrow_search,66,96,max_score,76,6月16日,68,84,CP001,1,7.9200296036321545,5.0,10.0,accepted_window,within_system_window,local_prepost_contrast_score,False,80,-4
smooth9,W081,H,smooth9__narrow_w16_b8__narrow_search__max_score,narrow,16,8,narrow_search,66,96,max_score,78,6月18日,70,86,CP001,1,123.49520827197166,3.0,12.0,accepted_window,within_system_window,local_prepost_contrast_score,False,77,1
smooth9,W081,Je,smooth9__narrow_w16_b8__narrow_search__max_score,narrow,16,8,narrow_search,66,96,max_score,80,6月20日,72,88,CP001,1,40.973775265525624,1.0,13.0,accepted_window,within_system_window,local_prepost_contrast_score,False,81,-1
smooth9,W081,Jw,smooth9__narrow_w16_b8__narrow_search__max_score,narrow,16,8,narrow_search,66,96,max_score,76,6月16日,68,84,CP001,1,34.70875013204228,5.0,10.0,accepted_window,within_system_window,local_prepost_contrast_score,False,83,-7
